row_index,file_name,object_id,image_path,gt_mask_path,category_name,primary_challenge,box_prompt_iou,box_prompt_sam_score,sam_auto_best_iou,sam_auto_best_mask_index,sam_auto_num_masks_image,sam_auto_predicted_iou,sam_auto_stability_score,sam_auto_mask_area,sam_auto_bbox_xmin,sam_auto_bbox_ymin,sam_auto_bbox_xmax,sam_auto_bbox_ymax,sam_auto_best_mask_path,device,model_type,points_per_side,pred_iou_thresh,stability_score_thresh,crop_n_layers,min_mask_region_area
10,000000.png,13,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000013_img_000000_cat_plastic_object.png,plastic_object,reflective_metal,0.978161229441898,0.9885474443435668,0.9790655884995508,6,22,0.9902420043945312,0.9865368604660034,10903.0,133.0,158.0,277.0,287.0,,cuda,vit_b,16,0.88,0.95,0,100
11,000000.png,14,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000014_img_000000_cat_box.png,box,reflective_metal,0.930635838150289,0.8995401263237,0.942062105121656,17,22,0.9888818264007568,0.9603185653686525,7045.0,344.0,231.0,475.0,331.0,,cuda,vit_b,16,0.88,0.95,0,100
13,000000.png,16,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000016_img_000000_cat_metal_part.png,metal_part,reflective_metal,0.8089053803339518,0.8808315992355347,0.0019681165124975,15,22,0.9257380962371826,0.9669528007507324,4574.0,403.0,153.0,463.0,258.0,,cuda,vit_b,16,0.88,0.95,0,100
14,000002.png,21,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000021_img_000002_cat_plastic_object.png,plastic_object,partial_occlusion,0.9571122230164404,0.9797359108924866,0.3868035190615835,22,24,0.9119032621383668,0.965204656124115,3361.0,345.0,0.0,427.0,65.0,,cuda,vit_b,16,0.88,0.95,0,100
15,000002.png,22,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000022_img_000002_cat_plastic_object.png,plastic_object,partial_occlusion,0.9743238616912016,0.9873400926589966,0.9787816563997264,6,24,0.9755539298057556,0.981686234474182,2863.0,401.0,303.0,450.0,379.0,,cuda,vit_b,16,0.88,0.95,0,100
16,000002.png,23,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000023_img_000002_cat_metal_part.png,metal_part,partial_occlusion,0.9203747072599532,0.9380069971084596,0.6950934579439252,14,24,0.9525039196014404,0.971875011920929,629.0,319.0,454.0,360.0,479.0,,cuda,vit_b,16,0.88,0.95,0,100
17,000002.png,24,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000024_img_000002_cat_plastic_object.png,plastic_object,partial_occlusion,0.985984998026056,0.9803910255432128,0.986774575602053,1,24,0.997847318649292,0.9878895878791808,5000.0,174.0,192.0,283.0,279.0,,cuda,vit_b,16,0.88,0.95,0,100
18,000002.png,25,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000025_img_000002_cat_tool.png,tool,partial_occlusion,0.9420244437480414,0.8280068635940552,0.952470884482216,3,24,0.987470269203186,0.9882544875144958,3049.0,262.0,153.0,365.0,244.0,,cuda,vit_b,16,0.88,0.95,0,100
19,000002.png,26,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000026_img_000002_cat_cable.png,cable,partial_occlusion,0.94,0.969377875328064,0.806875,16,24,0.9443471431732178,0.969219207763672,1315.0,277.0,216.0,359.0,262.0,,cuda,vit_b,16,0.88,0.95,0,100
20,000002.png,27,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000027_img_000002_cat_metal_part.png,metal_part,partial_occlusion,0.9531823745410036,0.9415900707244872,0.8275682704811443,13,24,0.9572705626487732,0.9738288521766664,3762.0,319.0,407.0,398.0,479.0,,cuda,vit_b,16,0.88,0.95,0,100
21,000002.png,28,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000028_img_000002_cat_box.png,box,partial_occlusion,0.9808702680856796,0.9917519688606262,0.9792648444863336,2,24,0.990441083908081,0.9878581166267396,7282.0,208.0,64.0,313.0,181.0,,cuda,vit_b,16,0.88,0.95,0,100
22,000002.png,29,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000029_img_000002_cat_connector.png,connector,partial_occlusion,0.9622839182818228,0.9751620888710022,0.964903090623363,7,24,0.974696159362793,0.9823623895645142,1854.0,229.0,20.0,296.0,78.0,,cuda,vit_b,16,0.88,0.95,0,100
23,000002.png,30,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000030_img_000002_cat_glass_object.png,glass_object,partial_occlusion,0.5870980091883614,0.9124027490615844,0.3714011516314779,23,24,0.9035075902938844,0.9572649598121644,1937.0,368.0,0.0,419.0,54.0,,cuda,vit_b,16,0.88,0.95,0,100
24,000002.png,31,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000031_img_000002_cat_cable.png,cable,partial_occlusion,0.8779700115340254,0.6772527098655701,0.0009396288466055,21,24,0.8816937208175659,0.9708333611488342,235.0,405.0,216.0,426.0,235.0,,cuda,vit_b,16,0.88,0.95,0,100
25,000002.png,32,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000032_img_000002_cat_cable.png,cable,partial_occlusion,0.8054538054538054,0.9367175698280334,0.0001835872957591,22,24,0.9119032621383668,0.965204656124115,3361.0,345.0,0.0,427.0,65.0,,cuda,vit_b,16,0.88,0.95,0,100
26,000002.png,33,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000033_img_000002_cat_metal_part.png,metal_part,partial_occlusion,0.9232343909928352,0.9635124802589417,0.0,-1,24,,,,-1.0,-1.0,-1.0,-1.0,,cuda,vit_b,16,0.88,0.95,0,100
27,000002.png,34,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000034_img_000002_cat_metal_part.png,metal_part,partial_occlusion,0.9493844049247606,0.9649938344955444,0.9494535519125684,11,24,0.9664032459259032,0.9732394218444824,700.0,392.0,463.0,450.0,479.0,,cuda,vit_b,16,0.88,0.95,0,100
28,000002.png,35,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000035_img_000002_cat_box.png,box,partial_occlusion,0.9633054030626986,0.9528621435165404,0.7865972674040338,4,24,0.9835962057113647,0.9821996092796326,10890.0,132.0,256.0,278.0,400.0,,cuda,vit_b,16,0.88,0.95,0,100
29,000002.png,36,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000036_img_000002_cat_robot_gripper.png,robot_gripper,partial_occlusion,0.8607083432374614,0.9752954244613647,0.8414648279058987,18,24,0.9343863725662231,0.9507042169570924,15719.0,195.0,220.0,432.0,452.0,,cuda,vit_b,16,0.88,0.95,0,100
30,000002.png,37,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000037_img_000002_cat_robot_gripper.png,robot_gripper,partial_occlusion,0.9648711943793912,0.9567776322364808,0.9514637904468412,19,24,0.9186283349990844,0.9646154046058656,1279.0,273.0,255.0,321.0,303.0,,cuda,vit_b,16,0.88,0.95,0,100
31,000003.png,40,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000040_img_000003_cat_plastic_object.png,plastic_object,small_parts,0.9751687560270008,0.980454683303833,0.9750967117988396,21,24,0.966444730758667,0.9772837162017822,4088.0,342.0,391.0,424.0,464.0,,cuda,vit_b,16,0.88,0.95,0,100
32,000003.png,41,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000041_img_000003_cat_connector.png,connector,small_parts,0.946376811594203,0.9536573886871338,0.9291784702549576,14,24,0.9231219291687012,0.9603399634361268,692.0,241.0,186.0,274.0,223.0,,cuda,vit_b,16,0.88,0.95,0,100
33,000003.png,42,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000042_img_000003_cat_metal_part.png,metal_part,small_parts,0.940868263473054,0.9742447137832642,0.9512378094523632,7,24,0.953825831413269,0.9797822833061218,1276.0,164.0,196.0,200.0,241.0,,cuda,vit_b,16,0.88,0.95,0,100
35,000003.png,44,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000044_img_000003_cat_connector.png,connector,small_parts,0.8796498905908097,0.9550492763519288,0.8758169934640523,11,24,0.9395420551300048,0.977924942970276,449.0,159.0,187.0,182.0,231.0,,cuda,vit_b,16,0.88,0.95,0,100
36,000003.png,45,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000045_img_000003_cat_screw.png,screw,small_parts,0.9282296650717704,0.9624707102775574,3.0180661439376106e-05,20,24,0.9721208810806274,0.9507327675819396,165466.0,0.0,15.0,639.0,478.0,,cuda,vit_b,16,0.88,0.95,0,100
38,000003.png,47,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000047_img_000003_cat_screw.png,screw,small_parts,0.927038626609442,0.9542344212532043,0.0,-1,24,,,,-1.0,-1.0,-1.0,-1.0,,cuda,vit_b,16,0.88,0.95,0,100
39,000003.png,48,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000048_img_000003_cat_cable.png,cable,small_parts,0.9225531914893615,0.930955410003662,0.6786324786324787,12,24,0.93377947807312,0.965303599834442,794.0,323.0,156.0,424.0,171.0,,cuda,vit_b,16,0.88,0.95,0,100
40,000003.png,49,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000049_img_000003_cat_screw.png,screw,small_parts,0.940828402366864,0.966832995414734,0.0,-1,24,,,,-1.0,-1.0,-1.0,-1.0,,cuda,vit_b,16,0.88,0.95,0,100
41,000003.png,50,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000050_img_000003_cat_connector.png,connector,small_parts,0.9319526627218936,0.96673983335495,0.9303703703703704,8,24,0.9516885280609132,0.9785276055336,644.0,273.0,127.0,309.0,151.0,,cuda,vit_b,16,0.88,0.95,0,100
42,000003.png,51,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000051_img_000003_cat_connector.png,connector,small_parts,0.9422776911076444,0.965359091758728,0.0156121610517666,17,24,0.9065570831298828,0.975728154182434,607.0,254.0,156.0,294.0,186.0,,cuda,vit_b,16,0.88,0.95,0,100
44,000003.png,53,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000053_img_000003_cat_screw.png,screw,small_parts,0.9254658385093169,0.9478376507759094,1.206425421796488e-05,20,24,0.9721208810806274,0.9507327675819396,165466.0,0.0,15.0,639.0,478.0,,cuda,vit_b,16,0.88,0.95,0,100
45,000003.png,54,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000054_img_000003_cat_cable.png,cable,small_parts,0.6974656810982048,0.6178634762763977,0.5242510699001427,15,24,0.9198057651519777,0.9506329298019408,776.0,167.0,164.0,247.0,211.0,,cuda,vit_b,16,0.88,0.95,0,100
46,000003.png,55,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000055_img_000003_cat_connector.png,connector,small_parts,0.8971061093247589,0.9505609273910522,0.8885350318471338,17,24,0.9065570831298828,0.975728154182434,607.0,254.0,156.0,294.0,186.0,,cuda,vit_b,16,0.88,0.95,0,100
47,000003.png,56,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000056_img_000003_cat_connector.png,connector,small_parts,0.9693047337278108,0.9771463871002196,0.9690379653520088,9,24,0.9486130475997924,0.9726229906082152,2667.0,151.0,275.0,233.0,341.0,,cuda,vit_b,16,0.88,0.95,0,100
48,000003.png,57,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000057_img_000003_cat_screw.png,screw,small_parts,0.9396984924623116,0.945987582206726,0.964824120603015,13,24,0.929989457130432,0.97409325838089,192.0,93.0,196.0,109.0,209.0,,cuda,vit_b,16,0.88,0.95,0,100
49,000003.png,58,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000058_img_000003_cat_cable.png,cable,small_parts,0.415979157620495,0.9411929845809937,0.0074123989218328,11,24,0.9395420551300048,0.977924942970276,449.0,159.0,187.0,182.0,231.0,,cuda,vit_b,16,0.88,0.95,0,100
50,000003.png,59,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000059_img_000003_cat_metal_part.png,metal_part,small_parts,0.96764917325665,0.9848349094390868,0.9658291457286432,3,24,0.978536069393158,0.9798943400382996,6739.0,262.0,166.0,353.0,264.0,,cuda,vit_b,16,0.88,0.95,0,100
51,000003.png,60,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000060_img_000003_cat_screw.png,screw,small_parts,0.8663366336633663,0.9293201565742492,0.5841584158415841,6,24,0.9613964557647704,0.966996729373932,296.0,403.0,222.0,427.0,241.0,,cuda,vit_b,16,0.88,0.95,0,100
52,000003.png,61,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000061_img_000003_cat_connector.png,connector,small_parts,0.9296987087517934,0.9333476424217224,0.0004460303300624,18,24,0.9027602672576904,0.973089337348938,918.0,211.0,244.0,241.0,288.0,,cuda,vit_b,16,0.88,0.95,0,100
53,000003.png,62,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000062_img_000003_cat_screw.png,screw,small_parts,0.91015625,0.9516236782073976,1.810369798204113e-05,20,24,0.9721208810806274,0.9507327675819396,165466.0,0.0,15.0,639.0,478.0,,cuda,vit_b,16,0.88,0.95,0,100
54,000003.png,63,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000063_img_000003_cat_connector.png,connector,small_parts,0.95010395010395,0.959736168384552,0.9501557632398754,18,24,0.9027602672576904,0.973089337348938,918.0,211.0,244.0,241.0,288.0,,cuda,vit_b,16,0.88,0.95,0,100
55,000003.png,64,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000064_img_000003_cat_screw.png,screw,small_parts,0.9534883720930232,0.9666376113891602,0.427027027027027,10,24,0.9459635019302368,0.9653284549713136,534.0,403.0,201.0,427.0,241.0,,cuda,vit_b,16,0.88,0.95,0,100
56,000003.png,65,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000065_img_000003_cat_box.png,box,small_parts,0.9873574144486692,0.998849630355835,0.9881710213776722,2,24,1.0019779205322266,0.9892642498016356,20839.0,184.0,250.0,347.0,447.0,,cuda,vit_b,16,0.88,0.95,0,100
57,000003.png,66,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000066_img_000003_cat_screw.png,screw,small_parts,0.4319066147859922,0.9446898102760316,0.3663366336633663,6,24,0.9613964557647704,0.966996729373932,296.0,403.0,222.0,427.0,241.0,,cuda,vit_b,16,0.88,0.95,0,100
58,000003.png,67,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000067_img_000003_cat_plastic_object.png,plastic_object,small_parts,0.9590328238536708,0.8828633427619934,0.8242677824267782,22,24,0.964481234550476,0.9630750417709352,6501.0,326.0,328.0,425.0,411.0,,cuda,vit_b,16,0.88,0.95,0,100
61,000004.png,71,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000071_img_000004_cat_connector.png,connector,dynamic_scene,0.989522700814901,0.9858294129371644,0.9794254658385092,8,28,0.9755455255508424,0.9779874086380004,2525.0,596.0,236.0,639.0,319.0,,cuda,vit_b,16,0.88,0.95,0,100
62,000004.png,72,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000072_img_000004_cat_cable.png,cable,dynamic_scene,0.9258630447085456,0.9776594042778016,0.8643101482326112,26,28,0.9278504848480223,0.9568965435028076,3158.0,234.0,120.0,380.0,218.0,,cuda,vit_b,16,0.88,0.95,0,100
63,000004.png,73,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000073_img_000004_cat_metal_part.png,metal_part,dynamic_scene,0.9542124542124544,0.9668800234794616,0.1482194417709336,17,28,0.9370548725128174,0.97265625,3033.0,596.0,236.0,639.0,414.0,,cuda,vit_b,16,0.88,0.95,0,100
64,000004.png,74,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000074_img_000004_cat_cable.png,cable,dynamic_scene,0.8804007514088916,0.9868606328964232,0.8880809358204237,16,28,0.9378023147583008,0.9667412638664246,3074.0,433.0,54.0,639.0,221.0,,cuda,vit_b,16,0.88,0.95,0,100
65,000004.png,75,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000075_img_000004_cat_plastic_object.png,plastic_object,dynamic_scene,0.9889891217829664,0.9881377220153807,0.9871267418712674,2,28,0.9938052892684937,0.9893105030059814,7442.0,208.0,61.0,300.0,161.0,,cuda,vit_b,16,0.88,0.95,0,100
66,000004.png,76,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000076_img_000004_cat_connector.png,connector,dynamic_scene,0.9834648628335212,0.9749632477760316,0.976536312849162,9,28,0.97162663936615,0.9796220660209656,2674.0,75.0,244.0,169.0,297.0,,cuda,vit_b,16,0.88,0.95,0,100
