row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,device,model_type
10,000000.png,13,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000013_img_000000_cat_plastic_object.png,131.0,157.0,280.0,289.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0010_object_13_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0010_object_13_sam_visualization.png,0.9885474443435669,0.9781612294418981,cuda,vit_b
11,000000.png,14,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000014_img_000000_cat_box.png,342.0,158.0,476.0,333.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0011_object_14_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0011_object_14_sam_visualization.png,0.8995401263237,0.930635838150289,cuda,vit_b
12,000000.png,15,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000015_img_000000_cat_cable.png,442.0,128.0,457.0,154.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0012_object_15_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0012_object_15_sam_visualization.png,0.8440031409263611,0.7435897435897436,cuda,vit_b
13,000000.png,16,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000016_img_000000_cat_metal_part.png,386.0,147.0,412.0,192.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0013_object_16_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0013_object_16_sam_visualization.png,0.8808315992355347,0.8089053803339518,cuda,vit_b
14,000002.png,21,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000021_img_000002_cat_plastic_object.png,344.0,0.0,379.0,68.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0014_object_21_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0014_object_21_sam_visualization.png,0.9797359108924866,0.9571122230164403,cuda,vit_b
15,000002.png,22,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000022_img_000002_cat_plastic_object.png,401.0,303.0,451.0,380.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0015_object_22_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0015_object_22_sam_visualization.png,0.9873400926589966,0.9743238616912017,cuda,vit_b
16,000002.png,23,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000023_img_000002_cat_metal_part.png,301.0,453.0,360.0,480.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0016_object_23_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0016_object_23_sam_visualization.png,0.9380069971084595,0.9203747072599532,cuda,vit_b
17,000002.png,24,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000024_img_000002_cat_plastic_object.png,173.0,192.0,285.0,281.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0017_object_24_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0017_object_24_sam_visualization.png,0.9803910255432129,0.9859849980260561,cuda,vit_b
18,000002.png,25,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000025_img_000002_cat_tool.png,202.0,152.0,366.0,279.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0018_object_25_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0018_object_25_sam_visualization.png,0.8280068635940552,0.9420244437480414,cuda,vit_b
19,000002.png,26,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000026_img_000002_cat_cable.png,166.0,216.0,361.0,301.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/masks/row_0019_object_26_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_smoke/visualizations/row_0019_object_26_sam_visualization.png,0.969377875328064,0.94,cuda,vit_b
