row_index,file_name,object_id,image_path,gt_mask_path,point_x,point_y,sam_score,iou,mask_output_path,visualization_output_path,device,model_type
10,000000.png,13,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000013_img_000000_cat_plastic_object.png,206.0,227.0,0.9598064422607422,0.9782901229030232,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0010_object_13_sam_point_mask.png,,cuda,vit_b
11,000000.png,14,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000014_img_000000_cat_box.png,405.0,276.0,0.9445356130599976,0.9220831651190957,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0011_object_14_sam_point_mask.png,,cuda,vit_b
12,000000.png,16,data/cogar_sim_500/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000016_img_000000_cat_metal_part.png,402.0,164.0,0.8323029279708862,0.5332167832167832,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0012_object_16_sam_point_mask.png,,cuda,vit_b
13,000002.png,21,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000021_img_000002_cat_plastic_object.png,360.0,33.0,0.7300088405609131,0.9265927977839336,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0013_object_21_sam_point_mask.png,,cuda,vit_b
14,000002.png,22,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000022_img_000002_cat_plastic_object.png,425.0,341.0,0.6742960214614868,0.7431506849315068,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0014_object_22_sam_point_mask.png,,cuda,vit_b
15,000002.png,23,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000023_img_000002_cat_metal_part.png,331.0,470.0,0.9262391328811646,0.6988235294117647,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0015_object_23_sam_point_mask.png,,cuda,vit_b
16,000002.png,24,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000024_img_000002_cat_plastic_object.png,227.0,239.0,0.9529486298561096,0.988950276243094,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0016_object_24_sam_point_mask.png,,cuda,vit_b
17,000002.png,25,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000025_img_000002_cat_tool.png,314.0,199.0,0.981901228427887,0.9502831969792322,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0017_object_25_sam_point_mask.png,,cuda,vit_b
18,000002.png,26,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000026_img_000002_cat_cable.png,297.0,246.0,0.8809827566146851,0.8152985074626866,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0018_object_26_sam_point_mask.png,,cuda,vit_b
19,000002.png,27,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000027_img_000002_cat_metal_part.png,364.0,445.0,0.8681806325912476,0.9444781553398058,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0019_object_27_sam_point_mask.png,,cuda,vit_b
20,000002.png,28,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000028_img_000002_cat_box.png,262.0,123.0,0.9154754877090454,0.9783747481531229,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0020_object_28_sam_point_mask.png,,cuda,vit_b
21,000002.png,29,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000029_img_000002_cat_connector.png,262.0,49.0,0.9659662842750549,0.9644165358451072,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0021_object_29_sam_point_mask.png,,cuda,vit_b
22,000002.png,30,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000030_img_000002_cat_glass_object.png,412.0,30.0,0.6096774935722351,0.4053379416282642,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0022_object_30_sam_point_mask.png,,cuda,vit_b
23,000002.png,31,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000031_img_000002_cat_cable.png,359.0,360.0,0.8433954119682312,0.7694477085781434,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0023_object_31_sam_point_mask.png,,cuda,vit_b
24,000002.png,32,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000032_img_000002_cat_cable.png,409.0,134.0,0.8200317025184631,0.7682878608145512,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0024_object_32_sam_point_mask.png,,cuda,vit_b
25,000002.png,33,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000033_img_000002_cat_metal_part.png,427.0,76.0,0.8323176503181458,0.7119791666666667,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0025_object_33_sam_point_mask.png,,cuda,vit_b
26,000002.png,34,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000034_img_000002_cat_metal_part.png,424.0,473.0,0.9629078507423401,0.9233926128590971,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0026_object_34_sam_point_mask.png,,cuda,vit_b
27,000002.png,35,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000035_img_000002_cat_box.png,220.0,342.0,0.9413892030715942,0.7891579327791832,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0027_object_35_sam_point_mask.png,,cuda,vit_b
28,000002.png,36,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000036_img_000002_cat_robot_gripper.png,301.0,336.0,0.9586445689201355,0.8424899924580843,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0028_object_36_sam_point_mask.png,,cuda,vit_b
29,000002.png,37,data/cogar_sim_500/rgb/000002.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000037_img_000002_cat_robot_gripper.png,297.0,279.0,0.8864498734474182,0.9427043544690603,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0029_object_37_sam_point_mask.png,,cuda,vit_b
30,000003.png,40,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000040_img_000003_cat_plastic_object.png,384.0,433.0,0.7789194583892822,0.7592313489073097,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0030_object_40_sam_point_mask.png,,cuda,vit_b
31,000003.png,41,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000041_img_000003_cat_connector.png,258.0,202.0,0.8688151240348816,0.921015514809591,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0031_object_41_sam_point_mask.png,,cuda,vit_b
32,000003.png,42,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000042_img_000003_cat_metal_part.png,183.0,218.0,0.8713532090187073,0.7894080996884735,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0032_object_42_sam_point_mask.png,,cuda,vit_b
33,000003.png,44,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000044_img_000003_cat_connector.png,168.0,204.0,0.9767354726791382,0.8744588744588745,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0033_object_44_sam_point_mask.png,,cuda,vit_b
34,000003.png,45,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000045_img_000003_cat_screw.png,447.0,354.0,0.9509757161140442,0.9182692307692307,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0034_object_45_sam_point_mask.png,,cuda,vit_b
35,000003.png,47,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000047_img_000003_cat_screw.png,233.0,151.0,0.9278790950775146,0.9267241379310345,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0035_object_47_sam_point_mask.png,,cuda,vit_b
36,000003.png,48,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000048_img_000003_cat_cable.png,342.0,167.0,0.8605022430419922,0.6917164816396243,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0036_object_48_sam_point_mask.png,,cuda,vit_b
37,000003.png,49,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000049_img_000003_cat_screw.png,406.0,292.0,0.94827800989151,0.9289940828402367,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0037_object_49_sam_point_mask.png,,cuda,vit_b
38,000003.png,50,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000050_img_000003_cat_connector.png,294.0,140.0,0.9107434749603271,0.9334319526627219,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0038_object_50_sam_point_mask.png,,cuda,vit_b
39,000003.png,51,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000051_img_000003_cat_connector.png,293.0,157.0,0.9023354053497314,0.9392523364485982,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0039_object_51_sam_point_mask.png,,cuda,vit_b
40,000003.png,53,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000053_img_000003_cat_screw.png,377.0,214.0,0.8213698267936707,0.937888198757764,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0040_object_53_sam_point_mask.png,,cuda,vit_b
41,000003.png,54,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000054_img_000003_cat_cable.png,268.0,215.0,0.8514542579650879,0.04817518248175182,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0041_object_54_sam_point_mask.png,,cuda,vit_b
42,000003.png,55,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000055_img_000003_cat_connector.png,270.0,168.0,0.8283756375312805,0.8940609951845907,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0042_object_55_sam_point_mask.png,,cuda,vit_b
43,000003.png,56,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000056_img_000003_cat_connector.png,191.0,306.0,0.813124418258667,0.9527787867780603,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0043_object_56_sam_point_mask.png,,cuda,vit_b
44,000003.png,57,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000057_img_000003_cat_screw.png,101.0,202.0,0.9382796287536621,0.9447236180904522,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0044_object_57_sam_point_mask.png,,cuda,vit_b
45,000003.png,58,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000058_img_000003_cat_cable.png,175.0,295.0,0.5429442524909973,0.7890841813135985,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0045_object_58_sam_point_mask.png,,cuda,vit_b
46,000003.png,59,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000059_img_000003_cat_metal_part.png,308.0,214.0,0.910733163356781,0.9627766599597586,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0046_object_59_sam_point_mask.png,,cuda,vit_b
47,000003.png,60,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000060_img_000003_cat_screw.png,415.0,235.0,0.7243022918701172,0.37659574468085105,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0047_object_60_sam_point_mask.png,,cuda,vit_b
48,000003.png,61,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000061_img_000003_cat_connector.png,185.0,267.0,0.7195920348167419,0.8053152039555006,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0048_object_61_sam_point_mask.png,,cuda,vit_b
49,000003.png,62,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000062_img_000003_cat_screw.png,475.0,268.0,0.9411478042602539,0.9098039215686274,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0049_object_62_sam_point_mask.png,,cuda,vit_b
50,000003.png,63,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000063_img_000003_cat_connector.png,226.0,266.0,0.7354867458343506,0.5415224913494809,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0050_object_63_sam_point_mask.png,,cuda,vit_b
51,000003.png,64,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000064_img_000003_cat_screw.png,418.0,211.0,0.7913522720336914,0.6621621621621622,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0051_object_64_sam_point_mask.png,,cuda,vit_b
52,000003.png,65,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000065_img_000003_cat_box.png,266.0,347.0,0.9845103025436401,0.9873598175251853,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0052_object_65_sam_point_mask.png,,cuda,vit_b
53,000003.png,66,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000066_img_000003_cat_screw.png,420.0,228.0,0.7377018928527832,0.2336842105263158,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0053_object_66_sam_point_mask.png,,cuda,vit_b
54,000003.png,67,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000067_img_000003_cat_plastic_object.png,371.0,376.0,0.8333414793014526,0.6926052536883771,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0054_object_67_sam_point_mask.png,,cuda,vit_b
55,000004.png,71,data/cogar_sim_500/rgb/000004.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000071_img_000004_cat_connector.png,623.0,275.0,0.9272053837776184,0.9891514916698954,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_200/masks/row_0055_object_71_sam_point_mask.png,,cuda,vit_b
