image_id,file_name,image_path,object_id,annotation_id,category_id,category_name,binary_mask_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_x,bbox_y,bbox_w,bbox_h,area,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,point_x,point_y
1,000000.png,data/cogar_sim_500/rgb/000000.png,13,13,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000013_img_000000_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000013_img_000000_cat_plastic_object.png,131.0,157.0,280.0,289.0,131.0,157.0,149.0,132.0,11124.0,reflective_metal,1,0,0,1,0,206.0,227.0
1,000000.png,data/cogar_sim_500/rgb/000000.png,14,14,10,box,outputs/cogar_sim_500/gt_binary_masks/ann_00000014_img_000000_cat_box.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000014_img_000000_cat_box.png,342.0,158.0,476.0,333.0,342.0,158.0,134.0,175.0,7402.0,reflective_metal,1,0,0,1,0,405.0,276.0
1,000000.png,data/cogar_sim_500/rgb/000000.png,16,16,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000016_img_000000_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000016_img_000000_cat_metal_part.png,386.0,147.0,412.0,192.0,386.0,147.0,26.0,45.0,517.0,reflective_metal,1,0,0,1,0,402.0,164.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,21,21,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000021_img_000002_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000021_img_000002_cat_plastic_object.png,344.0,0.0,379.0,68.0,344.0,0.0,35.0,68.0,1368.0,partial_occlusion,1,1,1,1,0,360.0,33.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,22,22,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000022_img_000002_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000022_img_000002_cat_plastic_object.png,401.0,303.0,451.0,380.0,401.0,303.0,50.0,77.0,2919.0,partial_occlusion,1,1,1,1,0,425.0,341.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,23,23,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000023_img_000002_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000023_img_000002_cat_metal_part.png,301.0,453.0,360.0,480.0,301.0,453.0,59.0,27.0,822.0,partial_occlusion,1,1,1,1,0,331.0,470.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,24,24,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000024_img_000002_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000024_img_000002_cat_plastic_object.png,173.0,192.0,285.0,281.0,173.0,192.0,112.0,89.0,5065.0,partial_occlusion,1,1,1,1,0,227.0,239.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,25,25,9,tool,outputs/cogar_sim_500/gt_binary_masks/ann_00000025_img_000002_cat_tool.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000025_img_000002_cat_tool.png,202.0,152.0,366.0,279.0,202.0,152.0,164.0,127.0,3154.0,partial_occlusion,1,1,1,1,0,314.0,199.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,26,26,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000026_img_000002_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000026_img_000002_cat_cable.png,166.0,216.0,361.0,301.0,166.0,216.0,195.0,85.0,1576.0,partial_occlusion,1,1,1,1,0,297.0,246.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,27,27,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000027_img_000002_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000027_img_000002_cat_metal_part.png,330.0,405.0,399.0,480.0,330.0,405.0,69.0,75.0,3265.0,partial_occlusion,1,1,1,1,0,364.0,445.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,28,28,10,box,outputs/cogar_sim_500/gt_binary_masks/ann_00000028_img_000002_cat_box.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000028_img_000002_cat_box.png,207.0,61.0,314.0,185.0,207.0,61.0,107.0,124.0,7418.0,partial_occlusion,1,1,1,1,0,262.0,123.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,29,29,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000029_img_000002_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000029_img_000002_cat_connector.png,228.0,19.0,297.0,81.0,228.0,19.0,69.0,62.0,1897.0,partial_occlusion,1,1,1,1,0,262.0,49.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,30,30,4,glass_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000030_img_000002_cat_glass_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000030_img_000002_cat_glass_object.png,367.0,0.0,458.0,67.0,367.0,0.0,91.0,67.0,5208.0,partial_occlusion,1,1,1,1,0,412.0,30.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,31,31,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000031_img_000002_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000031_img_000002_cat_cable.png,286.0,206.0,447.0,480.0,286.0,206.0,161.0,274.0,4026.0,partial_occlusion,1,1,1,1,0,359.0,360.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,32,32,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000032_img_000002_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000032_img_000002_cat_cable.png,369.0,59.0,445.0,197.0,369.0,59.0,76.0,138.0,2087.0,partial_occlusion,1,1,1,1,0,409.0,134.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,33,33,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000033_img_000002_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000033_img_000002_cat_metal_part.png,380.0,40.0,470.0,102.0,380.0,40.0,90.0,62.0,2825.0,partial_occlusion,1,1,1,1,0,427.0,76.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,34,34,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000034_img_000002_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000034_img_000002_cat_metal_part.png,392.0,463.0,452.0,480.0,392.0,463.0,60.0,17.0,727.0,partial_occlusion,1,1,1,1,0,424.0,473.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,35,35,10,box,outputs/cogar_sim_500/gt_binary_masks/ann_00000035_img_000002_cat_box.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000035_img_000002_cat_box.png,131.0,255.0,325.0,459.0,131.0,255.0,194.0,204.0,13824.0,partial_occlusion,1,1,1,1,0,220.0,342.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,36,36,2,robot_gripper,outputs/cogar_sim_500/gt_binary_masks/ann_00000036_img_000002_cat_robot_gripper.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000036_img_000002_cat_robot_gripper.png,169.0,219.0,434.0,454.0,169.0,219.0,265.0,235.0,16061.0,partial_occlusion,1,1,1,1,0,301.0,336.0
3,000002.png,data/cogar_sim_500/rgb/000002.png,37,37,2,robot_gripper,outputs/cogar_sim_500/gt_binary_masks/ann_00000037_img_000002_cat_robot_gripper.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000037_img_000002_cat_robot_gripper.png,272.0,255.0,322.0,305.0,272.0,255.0,50.0,50.0,1254.0,partial_occlusion,1,1,1,1,0,297.0,279.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,40,40,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000040_img_000003_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000040_img_000003_cat_plastic_object.png,344.0,385.0,427.0,465.0,344.0,385.0,83.0,80.0,4081.0,small_parts,1,0,0,1,0,384.0,433.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,41,41,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000041_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000041_img_000003_cat_connector.png,241.0,186.0,275.0,221.0,241.0,186.0,34.0,35.0,670.0,small_parts,1,0,0,1,0,258.0,202.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,42,42,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000042_img_000003_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000042_img_000003_cat_metal_part.png,164.0,196.0,202.0,242.0,164.0,196.0,38.0,46.0,1325.0,small_parts,1,0,0,1,0,183.0,218.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,44,44,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000044_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000044_img_000003_cat_connector.png,158.0,189.0,183.0,231.0,158.0,189.0,25.0,42.0,412.0,small_parts,1,0,0,1,0,168.0,204.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,45,45,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000045_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000045_img_000003_cat_screw.png,437.0,347.0,457.0,361.0,437.0,347.0,20.0,14.0,208.0,small_parts,1,0,0,1,0,447.0,354.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,47,47,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000047_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000047_img_000003_cat_screw.png,224.0,142.0,244.0,161.0,224.0,142.0,20.0,19.0,231.0,small_parts,1,0,0,1,0,233.0,151.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,48,48,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000048_img_000003_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000048_img_000003_cat_cable.png,231.0,156.0,425.0,182.0,231.0,156.0,194.0,26.0,1170.0,small_parts,1,0,0,1,0,342.0,167.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,49,49,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000049_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000049_img_000003_cat_screw.png,394.0,282.0,419.0,301.0,394.0,282.0,25.0,19.0,336.0,small_parts,1,0,0,1,0,406.0,292.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,50,50,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000050_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000050_img_000003_cat_connector.png,274.0,126.0,310.0,153.0,274.0,126.0,36.0,27.0,659.0,small_parts,1,0,0,1,0,294.0,140.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,51,51,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000051_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000051_img_000003_cat_connector.png,266.0,146.0,322.0,168.0,266.0,146.0,56.0,22.0,629.0,small_parts,1,0,0,1,0,293.0,157.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,53,53,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000053_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000053_img_000003_cat_screw.png,364.0,207.0,392.0,223.0,364.0,207.0,28.0,16.0,315.0,small_parts,1,0,0,1,0,377.0,214.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,54,54,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000054_img_000003_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000054_img_000003_cat_cable.png,166.0,164.0,388.0,279.0,166.0,164.0,222.0,115.0,1361.0,small_parts,1,0,0,1,0,268.0,215.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,55,55,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000055_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000055_img_000003_cat_connector.png,253.0,155.0,296.0,186.0,253.0,155.0,43.0,31.0,579.0,small_parts,1,0,0,1,0,270.0,168.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,56,56,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000056_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000056_img_000003_cat_connector.png,150.0,275.0,234.0,342.0,150.0,275.0,84.0,67.0,2675.0,small_parts,1,0,0,1,0,191.0,306.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,57,57,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000057_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000057_img_000003_cat_screw.png,93.0,196.0,110.0,210.0,93.0,196.0,17.0,14.0,199.0,small_parts,1,0,0,1,0,101.0,202.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,58,58,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000058_img_000003_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000058_img_000003_cat_cable.png,161.0,192.0,192.0,394.0,161.0,192.0,31.0,202.0,1046.0,small_parts,1,0,0,1,0,175.0,295.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,59,59,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000059_img_000003_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000059_img_000003_cat_metal_part.png,261.0,165.0,355.0,267.0,261.0,165.0,94.0,102.0,6953.0,small_parts,1,0,0,1,0,308.0,214.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,60,60,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000060_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000060_img_000003_cat_screw.png,403.0,230.0,427.0,241.0,403.0,230.0,24.0,11.0,184.0,small_parts,1,0,0,1,0,415.0,235.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,61,61,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000061_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000061_img_000003_cat_connector.png,153.0,242.0,219.0,294.0,153.0,242.0,66.0,52.0,1325.0,small_parts,1,0,0,1,0,185.0,267.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,62,62,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000062_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000062_img_000003_cat_screw.png,464.0,259.0,488.0,277.0,464.0,259.0,24.0,18.0,249.0,small_parts,1,0,0,1,0,475.0,268.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,63,63,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000063_img_000003_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000063_img_000003_cat_connector.png,211.0,243.0,242.0,289.0,211.0,243.0,31.0,46.0,960.0,small_parts,1,0,0,1,0,226.0,266.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,64,64,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000064_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000064_img_000003_cat_screw.png,411.0,201.0,426.0,221.0,411.0,201.0,15.0,20.0,258.0,small_parts,1,0,0,1,0,418.0,211.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,65,65,10,box,outputs/cogar_sim_500/gt_binary_masks/ann_00000065_img_000003_cat_box.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000065_img_000003_cat_box.png,183.0,249.0,349.0,449.0,183.0,249.0,166.0,200.0,21012.0,small_parts,1,0,0,1,0,266.0,347.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,66,66,6,screw,outputs/cogar_sim_500/gt_binary_masks/ann_00000066_img_000003_cat_screw.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000066_img_000003_cat_screw.png,412.0,222.0,428.0,241.0,412.0,222.0,16.0,19.0,118.0,small_parts,1,0,0,1,0,420.0,228.0
4,000003.png,data/cogar_sim_500/rgb/000003.png,67,67,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000067_img_000003_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000067_img_000003_cat_plastic_object.png,326.0,328.0,427.0,455.0,326.0,328.0,101.0,127.0,7887.0,small_parts,1,0,0,1,0,371.0,376.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,71,71,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000071_img_000004_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000071_img_000004_cat_connector.png,595.0,236.0,640.0,320.0,595.0,236.0,45.0,84.0,2574.0,dynamic_scene,1,0,1,1,1,623.0,275.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,72,72,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000072_img_000004_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000072_img_000004_cat_cable.png,233.0,78.0,434.0,220.0,233.0,78.0,201.0,142.0,3382.0,dynamic_scene,1,0,1,1,1,319.0,165.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,73,73,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000073_img_000004_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000073_img_000004_cat_metal_part.png,625.0,349.0,640.0,417.0,625.0,349.0,15.0,68.0,546.0,dynamic_scene,1,0,1,1,1,634.0,391.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,74,74,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000074_img_000004_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000074_img_000004_cat_cable.png,432.0,53.0,640.0,223.0,432.0,53.0,208.0,170.0,2898.0,dynamic_scene,1,0,1,1,1,525.0,148.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,75,75,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000075_img_000004_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000075_img_000004_cat_plastic_object.png,208.0,61.0,302.0,162.0,208.0,61.0,94.0,101.0,7531.0,dynamic_scene,1,0,1,1,1,255.0,111.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,76,76,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000076_img_000004_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000076_img_000004_cat_connector.png,75.0,244.0,171.0,298.0,75.0,244.0,96.0,54.0,2633.0,dynamic_scene,1,0,1,1,1,123.0,271.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,77,77,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000077_img_000004_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000077_img_000004_cat_plastic_object.png,370.0,70.0,416.0,141.0,370.0,70.0,46.0,71.0,2542.0,dynamic_scene,1,0,1,1,1,393.0,105.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,79,79,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000079_img_000004_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000079_img_000004_cat_plastic_object.png,184.0,371.0,292.0,480.0,184.0,371.0,108.0,109.0,6260.0,dynamic_scene,1,0,1,1,1,238.0,426.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,80,80,9,tool,outputs/cogar_sim_500/gt_binary_masks/ann_00000080_img_000004_cat_tool.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000080_img_000004_cat_tool.png,310.0,12.0,640.0,130.0,310.0,12.0,330.0,118.0,12509.0,dynamic_scene,1,0,1,1,1,474.0,70.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,81,81,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000081_img_000004_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000081_img_000004_cat_cable.png,186.0,300.0,265.0,480.0,186.0,300.0,79.0,180.0,1273.0,dynamic_scene,1,0,1,1,1,243.0,352.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,82,82,3,metal_part,outputs/cogar_sim_500/gt_binary_masks/ann_00000082_img_000004_cat_metal_part.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000082_img_000004_cat_metal_part.png,423.0,57.0,498.0,130.0,423.0,57.0,75.0,73.0,2809.0,dynamic_scene,1,0,1,1,1,460.0,93.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,83,83,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000083_img_000004_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000083_img_000004_cat_plastic_object.png,217.0,432.0,291.0,480.0,217.0,432.0,74.0,48.0,1451.0,dynamic_scene,1,0,1,1,1,269.0,462.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,84,84,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000084_img_000004_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000084_img_000004_cat_plastic_object.png,158.0,284.0,241.0,342.0,158.0,284.0,83.0,58.0,3175.0,dynamic_scene,1,0,1,1,1,199.0,312.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,85,85,8,cable,outputs/cogar_sim_500/gt_binary_masks/ann_00000085_img_000004_cat_cable.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000085_img_000004_cat_cable.png,93.0,249.0,425.0,285.0,93.0,249.0,332.0,36.0,909.0,dynamic_scene,1,0,1,1,1,372.0,252.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,86,86,5,plastic_object,outputs/cogar_sim_500/gt_binary_masks/ann_00000086_img_000004_cat_plastic_object.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000086_img_000004_cat_plastic_object.png,235.0,286.0,288.0,310.0,235.0,286.0,53.0,24.0,491.0,dynamic_scene,1,0,1,1,1,264.0,299.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,87,87,7,connector,outputs/cogar_sim_500/gt_binary_masks/ann_00000087_img_000004_cat_connector.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000087_img_000004_cat_connector.png,192.0,344.0,254.0,419.0,192.0,344.0,62.0,75.0,1624.0,dynamic_scene,1,0,1,1,1,222.0,376.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,88,88,2,robot_gripper,outputs/cogar_sim_500/gt_binary_masks/ann_00000088_img_000004_cat_robot_gripper.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000088_img_000004_cat_robot_gripper.png,160.0,198.0,597.0,384.0,160.0,198.0,437.0,186.0,30481.0,dynamic_scene,1,0,1,1,1,379.0,291.0
5,000004.png,data/cogar_sim_500/rgb/000004.png,89,89,2,robot_gripper,outputs/cogar_sim_500/gt_binary_masks/ann_00000089_img_000004_cat_robot_gripper.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000089_img_000004_cat_robot_gripper.png,295.0,307.0,348.0,366.0,295.0,307.0,53.0,59.0,2059.0,dynamic_scene,1,0,1,1,1,321.0,336.0
6,000005.png,data/cogar_sim_500/rgb/000005.png,92,92,10,box,outputs/cogar_sim_500/gt_binary_masks/ann_00000092_img_000005_cat_box.png,outputs/cogar_sim_500/gt_binary_masks/ann_00000092_img_000005_cat_box.png,314.0,179.0,486.0,328.0,314.0,179.0,172.0,149.0,13109.0,reflective_metal,1,0,1,1,0,400.0,235.0
