image_path,label_path,sequence,file_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y,area_ratio,bbox_area_ratio,bbox_width_ratio,bbox_height_ratio,binary_mask_path
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,3,4006,377,229,449,299,413,262,0.013040,0.016872,0.114062,0.147917,outputs/gt_binary_masks/00010_result_2018-08-24-13-15-03_obj3.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,4,2468,375,292,453,392,412,343,0.008034,0.025973,0.123438,0.210417,outputs/gt_binary_masks/00011_result_2018-08-24-13-15-03_obj4.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,5,3327,317,256,377,332,345,291,0.010830,0.015290,0.095312,0.160417,outputs/gt_binary_masks/00012_result_2018-08-24-13-15-03_obj5.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,6,4884,316,324,399,405,356,364,0.015898,0.022422,0.131250,0.170833,outputs/gt_binary_masks/00013_result_2018-08-24-13-15-03_obj6.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,7,1306,288,262,323,323,305,292,0.004251,0.007266,0.056250,0.129167,outputs/gt_binary_masks/00014_result_2018-08-24-13-15-03_obj7.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,3,4003,377,229,449,300,413,263,0.013031,0.017109,0.114062,0.150000,outputs/gt_binary_masks/00015_result_2018-08-24-13-15-42_obj3.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,4,2458,375,293,453,390,412,343,0.008001,0.025202,0.123438,0.204167,outputs/gt_binary_masks/00016_result_2018-08-24-13-15-42_obj4.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,5,3373,317,255,378,333,345,291,0.010980,0.015944,0.096875,0.164583,outputs/gt_binary_masks/00017_result_2018-08-24-13-15-42_obj5.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,6,4322,320,323,399,405,359,365,0.014069,0.021615,0.125000,0.172917,outputs/gt_binary_masks/00018_result_2018-08-24-13-15-42_obj6.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,7,1257,288,263,323,323,306,293,0.004092,0.007148,0.056250,0.127083,outputs/gt_binary_masks/00019_result_2018-08-24-13-15-42_obj7.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,8,2041,263,334,345,397,303,363,0.006644,0.017292,0.129688,0.133333,outputs/gt_binary_masks/00020_result_2018-08-24-13-15-42_obj8.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,3,4019,377,228,449,300,413,263,0.013083,0.017347,0.114062,0.152083,outputs/gt_binary_masks/00021_result_2018-08-24-13-16-33_obj3.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,4,2467,375,292,453,391,412,343,0.008031,0.025716,0.123438,0.208333,outputs/gt_binary_masks/00022_result_2018-08-24-13-16-33_obj4.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,5,3387,317,256,377,334,345,291,0.011025,0.015687,0.095312,0.164583,outputs/gt_binary_masks/00023_result_2018-08-24-13-16-33_obj5.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,6,3630,320,323,399,405,357,370,0.011816,0.021615,0.125000,0.172917,outputs/gt_binary_masks/00024_result_2018-08-24-13-16-33_obj6.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,7,1304,288,263,323,323,306,293,0.004245,0.007148,0.056250,0.127083,outputs/gt_binary_masks/00025_result_2018-08-24-13-16-33_obj7.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,8,2030,263,334,345,397,304,363,0.006608,0.017292,0.129688,0.133333,outputs/gt_binary_masks/00026_result_2018-08-24-13-16-33_obj8.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,9,737,355,320,384,352,369,336,0.002399,0.003223,0.046875,0.068750,outputs/gt_binary_masks/00027_result_2018-08-24-13-16-33_obj9.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,3,4003,377,229,449,300,413,263,0.013031,0.017109,0.114062,0.150000,outputs/gt_binary_masks/00028_result_2018-08-24-13-16-51_obj3.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,4,2457,375,293,453,390,412,343,0.007998,0.025202,0.123438,0.204167,outputs/gt_binary_masks/00029_result_2018-08-24-13-16-51_obj4.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,5,3374,317,255,378,333,345,291,0.010983,0.015944,0.096875,0.164583,outputs/gt_binary_masks/00030_result_2018-08-24-13-16-51_obj5.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,6,3640,319,322,399,405,357,369,0.011849,0.022148,0.126562,0.175000,outputs/gt_binary_masks/00031_result_2018-08-24-13-16-51_obj6.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,7,1330,288,263,323,323,305,293,0.004329,0.007148,0.056250,0.127083,outputs/gt_binary_masks/00032_result_2018-08-24-13-16-51_obj7.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,8,2060,263,334,345,397,304,363,0.006706,0.017292,0.129688,0.133333,outputs/gt_binary_masks/00033_result_2018-08-24-13-16-51_obj8.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,9,739,355,320,384,352,369,337,0.002406,0.003223,0.046875,0.068750,outputs/gt_binary_masks/00034_result_2018-08-24-13-16-51_obj9.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,10,1155,297,386,334,428,314,408,0.003760,0.005319,0.059375,0.089583,outputs/gt_binary_masks/00035_result_2018-08-24-13-16-51_obj10.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,3,4016,377,228,449,300,413,262,0.013073,0.017347,0.114062,0.152083,outputs/gt_binary_masks/00036_result_2018-08-24-13-17-53_obj3.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,4,2445,375,293,453,390,412,344,0.007959,0.025202,0.123438,0.204167,outputs/gt_binary_masks/00037_result_2018-08-24-13-17-53_obj4.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,5,3394,317,255,377,333,345,291,0.011048,0.015687,0.095312,0.164583,outputs/gt_binary_masks/00038_result_2018-08-24-13-17-53_obj5.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,6,3181,321,324,399,406,360,370,0.010355,0.021344,0.123438,0.172917,outputs/gt_binary_masks/00039_result_2018-08-24-13-17-53_obj6.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,7,1248,288,262,323,323,306,293,0.004063,0.007266,0.056250,0.129167,outputs/gt_binary_masks/00040_result_2018-08-24-13-17-53_obj7.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,8,2081,263,334,345,397,304,364,0.006774,0.017292,0.129688,0.133333,outputs/gt_binary_masks/00041_result_2018-08-24-13-17-53_obj8.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,9,738,355,320,384,352,369,336,0.002402,0.003223,0.046875,0.068750,outputs/gt_binary_masks/00042_result_2018-08-24-13-17-53_obj9.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,10,1141,297,386,335,427,314,408,0.003714,0.005332,0.060937,0.087500,outputs/gt_binary_masks/00043_result_2018-08-24-13-17-53_obj10.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,3,4011,377,229,449,300,413,262,0.013057,0.017109,0.114062,0.150000,outputs/gt_binary_masks/00044_result_2018-08-24-13-18-17_obj3.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,4,2441,375,293,453,390,412,343,0.007946,0.025202,0.123438,0.204167,outputs/gt_binary_masks/00045_result_2018-08-24-13-18-17_obj4.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,5,3365,317,255,377,333,345,291,0.010954,0.015687,0.095312,0.164583,outputs/gt_binary_masks/00046_result_2018-08-24-13-18-17_obj5.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,6,2809,319,323,399,406,357,370,0.009144,0.022148,0.126562,0.175000,outputs/gt_binary_masks/00047_result_2018-08-24-13-18-17_obj6.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,7,1345,287,262,324,322,305,293,0.004378,0.007546,0.059375,0.127083,outputs/gt_binary_masks/00048_result_2018-08-24-13-18-17_obj7.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,8,2044,263,333,345,397,304,363,0.006654,0.017562,0.129688,0.135417,outputs/gt_binary_masks/00049_result_2018-08-24-13-18-17_obj8.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,9,737,355,320,384,352,369,336,0.002399,0.003223,0.046875,0.068750,outputs/gt_binary_masks/00050_result_2018-08-24-13-18-17_obj9.png
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,10,1157,297,385,338,428,314,408,0.003766,0.006016,0.065625,0.091667,outputs/gt_binary_masks/00051_result_2018-08-24-13-18-17_obj10.png
