image_id,file_name,image_path,annotation_id,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,65,5,plastic_object,269.0,205.0,33.0,56.0,1480.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,66,3,metal_part,446.0,154.0,13.0,19.0,158.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,67,4,glass_object,181.0,256.0,115.0,187.0,19220.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,68,4,glass_object,179.0,164.0,92.0,121.0,8055.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,69,5,plastic_object,138.0,204.0,50.0,84.0,3248.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,70,8,cable,390.0,221.0,212.0,105.0,3700.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,71,2,robot_gripper,311.0,85.0,197.0,90.0,12634.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,72,2,robot_gripper,341.0,167.0,40.0,64.0,2187.0,transparent_glass,1,1,1,0,0
7,000006.png,data/cogar_sim_500_v2/rgb/000006.png,73,2,robot_gripper,406.0,85.0,42.0,133.0,2275.0,transparent_glass,1,1,1,0,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,74,1,table,0.0,0.0,640.0,480.0,202220.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,75,1,table,17.0,0.0,308.0,480.0,69018.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,76,8,cable,194.0,172.0,7.0,21.0,85.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,77,9,tool,250.0,186.0,30.0,104.0,1549.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,78,5,plastic_object,220.0,242.0,38.0,65.0,1328.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,79,5,plastic_object,198.0,136.0,66.0,61.0,2929.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,80,7,connector,271.0,358.0,15.0,28.0,229.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,81,2,robot_gripper,209.0,81.0,218.0,141.0,12119.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,82,2,robot_gripper,286.0,126.0,44.0,157.0,5989.0,partial_occlusion,1,0,1,1,0
8,000007.png,data/cogar_sim_500_v2/rgb/000007.png,83,2,robot_gripper,263.0,159.0,25.0,67.0,1296.0,partial_occlusion,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,84,1,table,0.0,36.0,640.0,444.0,172766.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,85,1,table,0.0,0.0,640.0,179.0,67670.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,86,8,cable,277.0,180.0,336.0,37.0,1061.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,87,6,screw,485.0,365.0,26.0,28.0,286.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,88,6,screw,557.0,424.0,22.0,24.0,419.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,89,9,tool,549.0,193.0,72.0,40.0,2525.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,90,7,connector,493.0,374.0,108.0,50.0,3958.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,91,5,plastic_object,22.0,282.0,83.0,60.0,3663.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,92,10,box,321.0,105.0,181.0,199.0,7037.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,93,9,tool,176.0,186.0,117.0,51.0,3263.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,94,10,box,44.0,176.0,121.0,143.0,13910.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,95,2,robot_gripper,242.0,114.0,319.0,139.0,25470.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,96,2,robot_gripper,333.0,104.0,46.0,172.0,3585.0,small_parts,1,0,1,1,0
9,000008.png,data/cogar_sim_500_v2/rgb/000008.png,97,2,robot_gripper,423.0,230.0,41.0,53.0,1587.0,small_parts,1,0,1,1,0
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,98,1,table,0.0,0.0,640.0,480.0,233908.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,99,1,table,0.0,0.0,241.0,187.0,22561.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,100,4,glass_object,4.0,302.0,154.0,95.0,10983.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,101,5,plastic_object,189.0,197.0,62.0,69.0,3748.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,102,5,plastic_object,354.0,168.0,112.0,119.0,9060.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,103,5,plastic_object,90.0,363.0,107.0,73.0,4371.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,104,5,plastic_object,238.0,125.0,79.0,54.0,3404.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,105,2,robot_gripper,166.0,209.0,169.0,271.0,17091.0,dynamic_scene,0,1,1,1,1
10,000009.png,data/cogar_sim_500_v2/rgb/000009.png,106,2,robot_gripper,164.0,335.0,58.0,58.0,2074.0,dynamic_scene,0,1,1,1,1
11,000010.png,data/cogar_sim_500_v2/rgb/000010.png,107,1,table,0.0,0.0,640.0,480.0,307200.0,reflective_metal,1,0,0,1,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,108,1,table,36.0,0.0,604.0,480.0,230347.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,109,1,table,0.0,0.0,53.0,480.0,21391.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,110,4,glass_object,397.0,392.0,94.0,88.0,7304.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,111,5,plastic_object,278.0,74.0,45.0,82.0,2750.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,112,4,glass_object,400.0,154.0,102.0,98.0,6574.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,113,10,box,180.0,0.0,145.0,100.0,9006.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,114,4,glass_object,76.0,44.0,140.0,145.0,10489.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,115,5,plastic_object,153.0,2.0,58.0,54.0,1758.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,116,2,robot_gripper,228.0,96.0,160.0,254.0,15293.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,117,2,robot_gripper,303.0,283.0,13.0,28.0,23.0,transparent_glass,0,1,1,0,0
12,000011.png,data/cogar_sim_500_v2/rgb/000011.png,118,2,robot_gripper,251.0,143.0,57.0,68.0,2265.0,transparent_glass,0,1,1,0,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,119,1,table,0.0,140.0,640.0,340.0,123432.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,120,1,table,0.0,0.0,640.0,239.0,103347.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,121,10,box,37.0,229.0,219.0,173.0,25512.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,122,7,connector,204.0,199.0,57.0,48.0,2002.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,123,10,box,353.0,190.0,174.0,146.0,11831.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,124,3,metal_part,429.0,221.0,133.0,129.0,6923.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,125,3,metal_part,501.0,236.0,62.0,135.0,6998.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,126,8,cable,0.0,230.0,354.0,63.0,2118.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,127,7,connector,369.0,288.0,74.0,45.0,1261.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,128,2,robot_gripper,263.0,72.0,207.0,134.0,15511.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,129,2,robot_gripper,294.0,82.0,54.0,195.0,5035.0,partial_occlusion,1,0,1,1,0
13,000012.png,data/cogar_sim_500_v2/rgb/000012.png,130,2,robot_gripper,381.0,76.0,55.0,140.0,3230.0,partial_occlusion,1,0,1,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,131,1,table,0.0,30.0,640.0,450.0,233549.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,132,6,screw,268.0,204.0,6.0,13.0,65.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,133,6,screw,257.0,305.0,19.0,13.0,182.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,134,7,connector,230.0,245.0,40.0,57.0,1650.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,135,6,screw,293.0,368.0,20.0,19.0,249.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,136,6,screw,264.0,196.0,12.0,17.0,99.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,137,10,box,408.0,188.0,122.0,127.0,11515.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,138,7,connector,337.0,340.0,56.0,56.0,2099.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,139,7,connector,240.0,187.0,28.0,30.0,690.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,140,7,connector,273.0,183.0,49.0,44.0,1332.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,141,6,screw,278.0,334.0,18.0,21.0,295.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,142,10,box,359.0,186.0,83.0,72.0,3769.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,143,6,screw,166.0,191.0,15.0,16.0,188.0,small_parts,0,0,0,1,0
14,000013.png,data/cogar_sim_500_v2/rgb/000013.png,144,7,connector,455.0,299.0,47.0,36.0,1002.0,small_parts,0,0,0,1,0
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,145,1,table,0.0,111.0,640.0,369.0,173264.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,146,1,table,0.0,0.0,640.0,115.0,67121.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,147,3,metal_part,417.0,249.0,63.0,81.0,4384.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,148,4,glass_object,366.0,119.0,78.0,141.0,5355.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,149,5,plastic_object,193.0,295.0,76.0,89.0,4783.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,150,5,plastic_object,397.0,189.0,92.0,83.0,4957.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,151,7,connector,320.0,184.0,44.0,42.0,1150.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,152,10,box,111.0,179.0,198.0,185.0,23187.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,153,2,robot_gripper,187.0,64.0,289.0,161.0,19811.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,154,2,robot_gripper,267.0,98.0,46.0,123.0,742.0,dynamic_scene,1,1,1,1,1
15,000014.png,data/cogar_sim_500_v2/rgb/000014.png,155,2,robot_gripper,357.0,88.0,52.0,150.0,2446.0,dynamic_scene,1,1,1,1,1
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,156,1,table,0.0,0.0,640.0,480.0,218373.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,157,1,table,0.0,0.0,301.0,238.0,35882.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,158,10,box,180.0,138.0,125.0,152.0,11234.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,159,7,connector,379.0,147.0,82.0,39.0,2146.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,160,9,tool,208.0,102.0,55.0,212.0,3337.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,161,9,tool,74.0,279.0,47.0,201.0,6404.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,162,9,tool,0.0,264.0,184.0,173.0,7843.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,163,3,metal_part,426.0,123.0,155.0,141.0,14416.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,164,6,screw,187.0,158.0,8.0,8.0,33.0,reflective_metal,1,0,0,1,0
16,000015.png,data/cogar_sim_500_v2/rgb/000015.png,165,3,metal_part,135.0,175.0,92.0,113.0,7532.0,reflective_metal,1,0,0,1,0
17,000016.png,data/cogar_sim_500_v2/rgb/000016.png,166,1,table,0.0,6.0,640.0,474.0,223059.0,transparent_glass,0,1,1,0,0
17,000016.png,data/cogar_sim_500_v2/rgb/000016.png,167,8,cable,146.0,210.0,43.0,270.0,5525.0,transparent_glass,0,1,1,0,0
17,000016.png,data/cogar_sim_500_v2/rgb/000016.png,168,8,cable,0.0,171.0,189.0,101.0,3812.0,transparent_glass,0,1,1,0,0
17,000016.png,data/cogar_sim_500_v2/rgb/000016.png,169,4,glass_object,236.0,74.0,133.0,214.0,25824.0,transparent_glass,0,1,1,0,0
17,000016.png,data/cogar_sim_500_v2/rgb/000016.png,170,2,robot_gripper,91.0,29.0,351.0,98.0,22529.0,transparent_glass,0,1,1,0,0
17,000016.png,data/cogar_sim_500_v2/rgb/000016.png,171,2,robot_gripper,315.0,74.0,41.0,2.0,72.0,transparent_glass,0,1,1,0,0
17,000016.png,data/cogar_sim_500_v2/rgb/000016.png,172,2,robot_gripper,187.0,70.0,56.0,169.0,7773.0,transparent_glass,0,1,1,0,0
18,000017.png,data/cogar_sim_500_v2/rgb/000017.png,173,1,table,0.0,406.0,640.0,74.0,38181.0,partial_occlusion,1,0,1,1,0
18,000017.png,data/cogar_sim_500_v2/rgb/000017.png,174,1,table,0.0,0.0,640.0,435.0,269019.0,partial_occlusion,1,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,175,1,table,0.0,65.0,640.0,415.0,193930.0,small_parts,0,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,176,1,table,0.0,0.0,567.0,254.0,86689.0,small_parts,0,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,177,7,connector,368.0,253.0,60.0,41.0,788.0,small_parts,0,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,178,7,connector,333.0,262.0,82.0,40.0,2470.0,small_parts,0,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,179,7,connector,180.0,310.0,47.0,43.0,1320.0,small_parts,0,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,180,8,cable,347.0,198.0,151.0,94.0,2342.0,small_parts,0,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,181,7,connector,374.0,188.0,22.0,45.0,561.0,small_parts,0,0,1,1,0
19,000018.png,data/cogar_sim_500_v2/rgb/000018.png,182,7,connector,130.0,232.0,55.0,45.0,1692.0,small_parts,0,0,1,1,0
