image_path,label_path,sequence,file_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-16.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-16.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-16.png,2,219487,3,83,607,471,299,278
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-16.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-16.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-16.png,3,4007,377,229,449,300,413,263
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-16.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-16.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-16.png,4,2508,375,293,452,392,412,344
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-16.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-16.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-16.png,5,3426,317,255,378,331,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-40.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-40.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-40.png,1,45874,6,11,609,95,315,50
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-40.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-40.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-40.png,2,214713,3,82,607,471,297,276
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-40.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-40.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-40.png,3,4010,377,229,449,299,413,262
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-40.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-40.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-40.png,4,2459,375,293,453,390,412,343
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-40.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-40.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-40.png,5,3398,317,255,377,331,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-14-40.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-14-40.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-14-40.png,6,4877,316,324,399,405,356,364
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,1,45844,6,11,609,95,315,50
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,2,213453,3,83,607,471,297,276
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,3,4006,377,229,449,299,413,262
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,4,2468,375,292,453,392,412,343
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,5,3327,317,256,377,332,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,6,4884,316,324,399,405,356,364
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-03.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-03.png,7,1306,288,262,323,323,305,292
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,1,45849,5,11,609,95,315,50
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,2,211831,3,83,607,471,297,275
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,3,4003,377,229,449,300,413,263
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,4,2458,375,293,453,390,412,343
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,5,3373,317,255,378,333,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,6,4322,320,323,399,405,359,365
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,7,1257,288,263,323,323,306,293
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-15-42.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-15-42.png,8,2041,263,334,345,397,303,363
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,1,45834,6,11,609,95,315,50
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,2,211736,3,82,607,471,297,275
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,3,4019,377,228,449,300,413,263
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,4,2467,375,292,453,391,412,343
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,5,3387,317,256,377,334,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,6,3630,320,323,399,405,357,370
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,7,1304,288,263,323,323,306,293
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,8,2030,263,334,345,397,304,363
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-33.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-33.png,9,737,355,320,384,352,369,336
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,1,45837,6,11,609,95,315,50
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,2,210636,3,83,607,471,297,274
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,3,4003,377,229,449,300,413,263
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,4,2457,375,293,453,390,412,343
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,5,3374,317,255,378,333,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,6,3640,319,322,399,405,357,369
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,7,1330,288,263,323,323,305,293
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,8,2060,263,334,345,397,304,363
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,9,739,355,320,384,352,369,337
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-51.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-16-51.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-16-51.png,10,1155,297,386,334,428,314,408
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,1,45818,5,11,609,95,315,50
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,2,210621,3,83,607,471,297,274
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,3,4016,377,228,449,300,413,262
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,4,2445,375,293,453,390,412,344
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,5,3394,317,255,377,333,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,6,3181,321,324,399,406,360,370
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,7,1248,288,262,323,323,306,293
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,8,2081,263,334,345,397,304,364
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,9,738,355,320,384,352,369,336
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,10,1141,297,386,335,427,314,408
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-17-53.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-17-53.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-17-53.png,11,439,335,354,354,379,344,365
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,1,45827,5,11,609,95,315,50
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,2,210657,3,83,607,471,297,274
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,3,4011,377,229,449,300,413,262
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,4,2441,375,293,453,390,412,343
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,5,3365,317,255,377,333,345,291
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,6,2809,319,323,399,406,357,370
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,7,1345,287,262,324,322,305,293
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,8,2044,263,333,345,397,304,363
/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-18-17.png,/mnt/Info/COGAR_DATASETs/OCID/OCID-dataset/YCB10/table/top/mixed/seq21/label/result_2018-08-24-13-18-17.png,YCB10/table/top/mixed/seq21,result_2018-08-24-13-18-17.png,9,737,355,320,384,352,369,336
