model,prompt_type,split,image_path,instance_id,category,challenge,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000005.png,56,screw,reflective_metal;partial_occlusion;small_parts,259.0,269.0,276.0,292.0,0.9413407821229051,1.0,0.9571104645729065,0.09056881399999384,11.041328199352021,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000005.png,57,plastic_object,reflective_metal;partial_occlusion,166.0,216.0,229.0,318.0,0.9858130874268487,1.0,1.0003631114959717,0.09056881399999384,11.041328199352021,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000005.png,58,tool,reflective_metal;partial_occlusion,271.0,171.0,427.0,214.0,0.9386430678466077,0.9890698990380319,0.8759752511978149,0.09094558625002946,10.995585835807134,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000005.png,59,tool,reflective_metal;partial_occlusion,70.0,174.0,217.0,270.0,0.945211297515396,0.9937236005831547,0.9595690965652466,0.09094558625002946,10.995585835807134,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000005.png,60,robot_gripper,reflective_metal;partial_occlusion,337.0,50.0,489.0,178.0,0.8638138626749106,0.5965555732738,0.8902711272239685,0.09094558625002946,10.995585835807134,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000005.png,61,robot_gripper,reflective_metal;partial_occlusion,363.0,123.0,406.0,189.0,0.9482844356041771,1.0,0.9520825147628784,0.09094558625002946,10.995585835807134,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000005.png,62,robot_gripper,reflective_metal;partial_occlusion,424.0,94.0,479.0,220.0,0.41203301476976545,0.6347409968912641,0.8981823921203613,0.3352301750001061,2.983025021538361,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,65,plastic_object,transparent_glass;partial_occlusion,269.0,205.0,302.0,261.0,0.9671361502347418,1.0,0.9888660907745361,0.09067167025000344,11.028803122769894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,66,metal_part,transparent_glass;reflective_metal;partial_occlusion,446.0,154.0,459.0,173.0,0.9036144578313253,1.0,0.8159424662590027,0.09067167025000344,11.028803122769894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,67,glass_object,transparent_glass;partial_occlusion,181.0,256.0,296.0,443.0,0.9859257335756946,1.0,0.9642324447631836,0.09067167025000344,11.028803122769894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,68,glass_object,transparent_glass;partial_occlusion,179.0,164.0,271.0,285.0,0.9019607843137255,0.7390134529147983,0.7984612584114075,0.09067167025000344,11.028803122769894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,69,plastic_object,transparent_glass;partial_occlusion,138.0,204.0,188.0,288.0,0.9816289038579302,1.0,0.9555550813674927,0.0910723840000287,10.980276962988965,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,70,cable,transparent_glass;partial_occlusion,390.0,221.0,602.0,326.0,0.8141612687067232,0.7188905754105147,0.9162889122962952,0.0910723840000287,10.980276962988965,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,71,robot_gripper,transparent_glass;partial_occlusion,311.0,85.0,508.0,175.0,0.9676865438651264,0.9484197828709289,0.9670740365982056,0.0910723840000287,10.980276962988965,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,72,robot_gripper,transparent_glass;partial_occlusion,341.0,167.0,381.0,231.0,0.9596371882086168,1.0,0.9683137536048889,0.0910723840000287,10.980276962988965,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000006.png,73,robot_gripper,transparent_glass;partial_occlusion,406.0,85.0,448.0,218.0,0.9006568144499179,0.887012925636239,0.7855934500694275,0.3352493489999233,2.982854412642659,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,76,cable,partial_occlusion,194.0,172.0,201.0,193.0,0.9204545454545454,1.0,0.8770990371704102,0.09056976049998866,11.041212811864785,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,77,tool,partial_occlusion;reflective_metal,250.0,186.0,280.0,290.0,0.9250153657037492,1.0,0.905195415019989,0.09056976049998866,11.041212811864785,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,78,plastic_object,partial_occlusion,220.0,242.0,258.0,307.0,0.9568773234200744,1.0,0.9863868951797485,0.09056976049998866,11.041212811864785,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,79,plastic_object,partial_occlusion,198.0,136.0,264.0,197.0,0.9844961240310077,1.0,0.9871128797531128,0.09056976049998866,11.041212811864785,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,80,connector,partial_occlusion;small_parts,271.0,358.0,286.0,386.0,0.9401709401709402,1.0,0.9441705942153931,0.09093424899998581,10.996956713197862,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,81,robot_gripper,partial_occlusion,209.0,81.0,427.0,222.0,0.7091768412760929,0.7804064192589347,0.875338613986969,0.09093424899998581,10.996956713197862,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,82,robot_gripper,partial_occlusion,286.0,126.0,330.0,283.0,0.8720678755614706,0.849829926245243,0.9456658959388733,0.09093424899998581,10.996956713197862,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000007.png,83,robot_gripper,partial_occlusion,263.0,159.0,288.0,226.0,0.8792710706150342,1.0,0.8187176585197449,0.09093424899998581,10.996956713197862,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,86,cable,small_parts;partial_occlusion,277.0,180.0,613.0,217.0,0.8471731448763251,0.958749117258743,0.6703107357025146,0.09064014199998383,11.032639379582816,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,87,screw,small_parts;partial_occlusion,485.0,365.0,511.0,393.0,0.88,1.0,0.8886316418647766,0.09064014199998383,11.032639379582816,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,88,screw,small_parts;partial_occlusion,557.0,424.0,579.0,448.0,0.9279279279279279,1.0,0.9537381529808044,0.09064014199998383,11.032639379582816,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,89,tool,small_parts;reflective_metal;partial_occlusion,549.0,193.0,621.0,233.0,0.9691089108910891,1.0,0.9371963143348694,0.09064014199998383,11.032639379582816,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,90,connector,small_parts;partial_occlusion,493.0,374.0,601.0,424.0,0.9797702297702298,1.0,0.9529797434806824,0.09091158774998576,10.999697890549236,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,91,plastic_object,small_parts;partial_occlusion,22.0,282.0,105.0,342.0,0.9793870355302414,1.0,0.9991973638534546,0.09091158774998576,10.999697890549236,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,92,box,small_parts;partial_occlusion,321.0,105.0,502.0,304.0,0.9612295762946552,0.9989395546129375,0.9312442541122437,0.09091158774998576,10.999697890549236,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,93,tool,small_parts;reflective_metal;partial_occlusion,176.0,186.0,293.0,237.0,0.905970579751947,0.8847184986595173,0.8946360349655151,0.09091158774998576,10.999697890549236,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,94,box,small_parts;partial_occlusion,44.0,176.0,165.0,319.0,0.98412014083495,1.0,0.9809971451759338,0.09085574850001876,11.00645822096544,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,95,robot_gripper,small_parts;partial_occlusion,242.0,114.0,561.0,253.0,0.952337988388514,0.9007724707126171,0.9586775302886963,0.09085574850001876,11.00645822096544,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,96,robot_gripper,small_parts;partial_occlusion,333.0,104.0,379.0,276.0,0.8856687051316139,0.8703283448219872,0.8041579127311707,0.09085574850001876,11.00645822096544,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000008.png,97,robot_gripper,small_parts;partial_occlusion,423.0,230.0,464.0,283.0,0.9262644728823888,0.966560663004722,0.9714275002479553,0.09085574850001876,11.00645822096544,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000009.png,100,glass_object,dynamic_scene;transparent_glass;partial_occlusion,4.0,302.0,158.0,397.0,0.9202576431098612,0.7725805456751033,0.9755243062973022,0.09036421424997343,11.066327619844202,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000009.png,101,plastic_object,dynamic_scene;partial_occlusion,189.0,197.0,251.0,266.0,0.9630417442169635,1.0,0.9630977511405945,0.09036421424997343,11.066327619844202,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000009.png,102,plastic_object,dynamic_scene;partial_occlusion,354.0,168.0,466.0,287.0,0.9755802441975581,0.9967140976739272,0.9728058576583862,0.09036421424997343,11.066327619844202,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000009.png,103,plastic_object,dynamic_scene;partial_occlusion,90.0,363.0,197.0,436.0,0.840034965034965,0.6785695044554829,0.9353234767913818,0.09036421424997343,11.066327619844202,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000009.png,104,plastic_object,dynamic_scene;partial_occlusion,238.0,125.0,317.0,179.0,0.9710695499707773,1.0,0.9749665856361389,0.11788418666666682,8.48290197588276,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000009.png,105,robot_gripper,dynamic_scene;partial_occlusion,166.0,209.0,335.0,479.0,0.9010380250631959,0.8938762258862062,0.9657779932022095,0.11788418666666682,8.48290197588276,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000009.png,106,robot_gripper,dynamic_scene;partial_occlusion,164.0,335.0,222.0,393.0,0.9008524001794527,0.8494675701839304,0.9370378255844116,0.11788418666666682,8.48290197588276,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,110,glass_object,transparent_glass;partial_occlusion,397.0,392.0,491.0,479.0,0.8007929997265518,0.4579872109006155,0.9400847554206848,0.09041375924999784,11.060263485283894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,111,plastic_object,transparent_glass;partial_occlusion,278.0,74.0,323.0,156.0,0.956989247311828,0.9961089494163424,0.9698809385299683,0.09041375924999784,11.060263485283894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,112,glass_object,transparent_glass;partial_occlusion,400.0,154.0,502.0,252.0,0.9751402152493558,1.0,0.9774772524833679,0.09041375924999784,11.060263485283894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,113,box,transparent_glass;partial_occlusion,180.0,0.0,325.0,100.0,0.9635879218472468,0.9730280702776241,0.9616288542747498,0.09041375924999784,11.060263485283894,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,114,glass_object,transparent_glass;partial_occlusion,76.0,44.0,216.0,189.0,0.9811302773277423,1.0,0.9620233774185181,0.09082238725000025,11.010501158127148,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,115,plastic_object,transparent_glass;partial_occlusion,153.0,2.0,211.0,56.0,0.9706380575945793,1.0,1.0052317380905151,0.09082238725000025,11.010501158127148,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,116,robot_gripper,transparent_glass;partial_occlusion,228.0,96.0,388.0,350.0,0.9546536309255805,0.9194366197183099,0.9498274326324463,0.09082238725000025,11.010501158127148,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000011.png,118,robot_gripper,transparent_glass;partial_occlusion,251.0,143.0,308.0,211.0,0.9638447971781305,0.997946611909651,0.9878473281860352,0.09082238725000025,11.010501158127148,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,121,box,partial_occlusion,37.0,229.0,256.0,402.0,0.9827532141737222,1.0,0.9867252111434937,0.0904252870000164,11.058853481989155,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,122,connector,partial_occlusion;small_parts,204.0,199.0,261.0,247.0,0.9815184815184815,1.0,0.9809695482254028,0.0904252870000164,11.058853481989155,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,123,box,partial_occlusion,353.0,190.0,527.0,336.0,0.9810126582278481,1.0,0.972261905670166,0.0904252870000164,11.058853481989155,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,124,metal_part,partial_occlusion;reflective_metal,429.0,221.0,562.0,350.0,0.7759979977474659,0.5741839496656927,0.8581375479698181,0.0904252870000164,11.058853481989155,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,125,metal_part,partial_occlusion;reflective_metal,501.0,236.0,563.0,371.0,0.9039555496758831,0.7632894369592246,0.9512587189674377,0.09076790649999111,11.017109885641108,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,126,cable,partial_occlusion,0.0,230.0,354.0,293.0,0.8180039138943248,0.7606138527191157,1.0281139612197876,0.09076790649999111,11.017109885641108,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,127,connector,partial_occlusion;small_parts,369.0,288.0,443.0,333.0,0.9493769470404985,1.0,0.968262255191803,0.09076790649999111,11.017109885641108,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,128,robot_gripper,partial_occlusion,263.0,72.0,470.0,206.0,0.8676462213110085,0.7880150188024074,0.9497334957122803,0.09076790649999111,11.017109885641108,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,129,robot_gripper,partial_occlusion,294.0,82.0,348.0,277.0,0.6533201189296333,0.7740705433746424,0.7830400466918945,0.17238142400003653,5.801089101107484,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000012.png,130,robot_gripper,partial_occlusion,381.0,76.0,436.0,216.0,0.8329744693940326,0.8738312616873831,0.8827573657035828,0.17238142400003653,5.801089101107484,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,132,screw,small_parts,268.0,204.0,274.0,217.0,0.5918367346938775,0.8915154073448712,0.7879131436347961,0.09041269599998714,11.060393553579491,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,133,screw,small_parts,257.0,305.0,276.0,318.0,0.9289617486338798,1.0,0.8820112943649292,0.09041269599998714,11.060393553579491,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,134,connector,small_parts,230.0,245.0,270.0,302.0,0.9354651162790698,0.9141887405002583,0.9686056971549988,0.09041269599998714,11.060393553579491,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,135,screw,small_parts,293.0,368.0,313.0,387.0,0.9721115537848606,1.0,0.9082916378974915,0.09041269599998714,11.060393553579491,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,136,screw,small_parts,264.0,196.0,276.0,213.0,0.56875,0.8306818181818182,0.8645215630531311,0.09086606300002131,11.00520884237898,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,137,box,small_parts,408.0,188.0,530.0,315.0,0.9775983328991925,0.9933142311365807,0.9596851468086243,0.09086606300002131,11.00520884237898,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,138,connector,small_parts,337.0,340.0,393.0,396.0,0.9657957244655582,1.0,0.972170352935791,0.09086606300002131,11.00520884237898,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,139,connector,small_parts,240.0,187.0,268.0,217.0,0.9589235127478754,1.0,0.966583788394928,0.09086606300002131,11.00520884237898,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,140,connector,small_parts,273.0,183.0,322.0,227.0,0.9590643274853801,1.0,0.972994327545166,0.09081698724997977,11.011155845188233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,141,screw,small_parts,278.0,334.0,296.0,355.0,0.907051282051282,1.0,0.8942104578018188,0.09081698724997977,11.011155845188233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,142,box,small_parts,359.0,186.0,442.0,258.0,0.9753903148981212,1.0,0.9877097606658936,0.09081698724997977,11.011155845188233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000013.png,143,screw,small_parts,166.0,191.0,181.0,207.0,0.9468085106382979,1.0,0.918024480342865,0.09081698724997977,11.011155845188233,cuda
