model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,elapsed_s,fps,device
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000002.png,27,robot_gripper,partial_occlusion,0.6923560868197547,0.7695035460992907,0.004988786666621713,200.4495415068883,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000002.png,28,robot_gripper,partial_occlusion,0.7964763061968408,0.7184364235435075,0.004988786666621713,200.4495415068883,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,31,box,small_parts,0.9555294348124204,0.8435552402088988,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,32,cable,small_parts,0.9256780556533991,0.9866666666666666,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,33,metal_part,small_parts;reflective_metal,0.923728813559322,1.0,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,34,screw,small_parts,0.657243816254417,0.8125,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,35,connector,small_parts,0.9606845513413506,1.0,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,36,screw,small_parts,0.8326180257510729,1.0,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,37,plastic_object,small_parts,0.8131616595135909,0.6976601125515481,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,38,tool,small_parts;reflective_metal,0.9547596606974552,0.9956896551724138,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,39,metal_part,small_parts;reflective_metal,0.8667489204194941,0.7251633250732147,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,40,plastic_object,small_parts,0.9603889088944905,1.0,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000003.png,41,plastic_object,small_parts,0.6595744680851063,0.7207207207207207,0.0041128438179756895,243.14076688965847,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,44,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.9158116228117746,0.6166193098884846,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,45,plastic_object,dynamic_scene;partial_occlusion,0.9663029525032092,1.0,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,46,plastic_object,dynamic_scene;partial_occlusion,0.9849108367626886,1.0,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,47,plastic_object,dynamic_scene;partial_occlusion,0.9687063982459637,1.0,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,48,box,dynamic_scene;partial_occlusion,0.9724090813537944,0.9952865810786177,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,49,robot_gripper,dynamic_scene;partial_occlusion,0.9148546340788882,0.7475507398534794,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,50,robot_gripper,dynamic_scene;partial_occlusion,0.9386839481555334,1.0,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000004.png,51,robot_gripper,dynamic_scene;partial_occlusion,0.9694069885457445,0.9986789960369881,0.00564674762517825,177.09309258680267,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,54,box,reflective_metal;partial_occlusion,0.9759916926272066,0.955658504301787,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,55,metal_part,reflective_metal;partial_occlusion,0.9271894093686355,1.0,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,56,screw,reflective_metal;partial_occlusion;small_parts,0.8549222797927462,0.9061784897025171,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,57,plastic_object,reflective_metal;partial_occlusion,0.957782735541445,0.9938271604938271,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,58,tool,reflective_metal;partial_occlusion,0.6483050847457628,0.5783028937381404,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,59,tool,reflective_metal;partial_occlusion,0.8838158150378862,0.7859148456809151,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,60,robot_gripper,reflective_metal;partial_occlusion,0.7157922316106635,0.5870660011092623,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,61,robot_gripper,reflective_metal;partial_occlusion,0.9241281809613572,0.9243457650074978,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000005.png,62,robot_gripper,reflective_metal;partial_occlusion,0.7579462102689487,0.645622656148972,0.005047904555491793,198.10200232729537,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,65,plastic_object,transparent_glass;partial_occlusion,0.9537037037037037,1.0,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,66,metal_part,transparent_glass;reflective_metal;partial_occlusion,0.06937693327441449,0.3293622985283812,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,67,glass_object,transparent_glass;partial_occlusion,0.9657534246575342,0.8783206831119544,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,68,glass_object,transparent_glass;partial_occlusion,0.6166149068322981,0.5912714287108136,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,69,plastic_object,transparent_glass;partial_occlusion,0.5356364246184806,0.5486055970572508,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,70,cable,transparent_glass;partial_occlusion,0.7264376996805112,0.6567164179104478,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,71,robot_gripper,transparent_glass;partial_occlusion,0.9591457753017641,0.9364715573536349,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,72,robot_gripper,transparent_glass;partial_occlusion,0.9594777127420081,1.0,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000006.png,73,robot_gripper,transparent_glass;partial_occlusion,0.8681837698583083,0.8041018944809032,0.004908351666623882,203.73438333684663,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,76,cable,partial_occlusion,0.009555661729574774,0.18228301163236607,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,77,tool,partial_occlusion;reflective_metal,0.8531701890989989,0.9480804187893493,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,78,plastic_object,partial_occlusion,0.923943661971831,0.9850992549627482,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,79,plastic_object,partial_occlusion,0.9545008183306055,1.0,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,80,connector,partial_occlusion;small_parts,0.8131868131868132,1.0,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,81,robot_gripper,partial_occlusion,0.8533525594808941,0.8078402280893076,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,82,robot_gripper,partial_occlusion,0.9215976331360947,0.8786894820645107,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000007.png,83,robot_gripper,partial_occlusion,0.06849020030152918,0.21753636074426347,0.005387424499986082,185.61745041672202,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,86,cable,small_parts;partial_occlusion,0.5378927911275416,0.7037037037037037,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,87,screw,small_parts;partial_occlusion,0.788135593220339,1.0,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,88,screw,small_parts;partial_occlusion,0.9025974025974026,1.0,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,89,tool,small_parts;reflective_metal;partial_occlusion,0.9760408483896308,1.0,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,90,connector,small_parts;partial_occlusion,0.9244267664950866,0.9151734516343782,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,91,plastic_object,small_parts;partial_occlusion,0.9588750331652959,0.9821419294508806,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,92,box,small_parts;partial_occlusion,0.2876007784264665,0.511753980557912,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,93,tool,small_parts;reflective_metal;partial_occlusion,0.9141705069124424,0.906763738844528,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,94,box,small_parts;partial_occlusion,0.9758378799688231,1.0,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,95,robot_gripper,small_parts;partial_occlusion,0.7571964956195244,0.5640535894567383,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,96,robot_gripper,small_parts;partial_occlusion,0.5655320289466631,0.6106624520555866,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000008.png,97,robot_gripper,small_parts;partial_occlusion,0.9051724137931034,0.9559197154471544,0.0038211408330729077,261.70194810532905,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000009.png,100,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.7590950226244344,0.6343612334801763,0.006415235714354951,155.87891770872358,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000009.png,101,plastic_object,dynamic_scene;partial_occlusion,0.9640998959417274,1.0,0.006415235714354951,155.87891770872358,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000009.png,102,plastic_object,dynamic_scene;partial_occlusion,0.921990171990172,0.8345965684516818,0.006415235714354951,155.87891770872358,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000009.png,103,plastic_object,dynamic_scene;partial_occlusion,0.8485294117647059,0.7487749790945396,0.006415235714354951,155.87891770872358,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000009.png,104,plastic_object,dynamic_scene;partial_occlusion,0.9516358463726885,0.9961832061068703,0.006415235714354951,155.87891770872358,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000009.png,105,robot_gripper,dynamic_scene;partial_occlusion,0.8779929210909848,0.8132181570713561,0.006415235714354951,155.87891770872358,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000009.png,106,robot_gripper,dynamic_scene;partial_occlusion,0.2558361124344926,0.4638916049727615,0.006415235714354951,155.87891770872358,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,110,glass_object,transparent_glass;partial_occlusion,0.9670448406266883,0.930905925057397,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,111,plastic_object,transparent_glass;partial_occlusion,0.9331926863572433,0.9275669159918403,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,112,glass_object,transparent_glass;partial_occlusion,0.9743937339960838,0.9961846870150026,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,113,box,transparent_glass;partial_occlusion,0.9234273318872017,0.6946919620262872,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,114,glass_object,transparent_glass;partial_occlusion,0.9879357841740287,1.0,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,115,plastic_object,transparent_glass;partial_occlusion,0.9202324352879028,1.0,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,116,robot_gripper,transparent_glass;partial_occlusion,0.9680061923498677,0.981118299877662,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000011.png,118,robot_gripper,transparent_glass;partial_occlusion,0.9564102564102565,1.0,0.005666882125296979,176.46387870606958,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,121,box,partial_occlusion,0.9846213441797405,0.995507457752047,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,122,connector,partial_occlusion;small_parts,0.9648093841642229,1.0,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,123,box,partial_occlusion,0.9059120688294262,0.7895833118297327,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,124,metal_part,partial_occlusion;reflective_metal,0.8817829457364341,0.7473687304441695,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,125,metal_part,partial_occlusion;reflective_metal,0.8931975453714585,0.7631240674112304,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,126,cable,partial_occlusion,0.6005121638924455,0.7802011864843952,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,127,connector,partial_occlusion;small_parts,0.5709923664122137,0.654054054054054,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,128,robot_gripper,partial_occlusion,0.6499260823653643,0.5171714496196539,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,129,robot_gripper,partial_occlusion,0.26238894373149063,0.5638629283489096,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000012.png,130,robot_gripper,partial_occlusion,0.71163215590743,0.7659574468085107,0.004335504399932688,230.65366973575803,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,132,screw,small_parts,0.31413612565445026,0.5398671096345514,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,133,screw,small_parts,0.7946428571428571,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,134,connector,small_parts,0.9241652518392756,0.9476424645646514,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,135,screw,small_parts,0.8726591760299626,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,136,screw,small_parts,0.5,0.7824143070044709,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,137,box,small_parts,0.9754595981188542,0.9980988593155894,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,138,connector,small_parts,0.9500932835820896,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,139,connector,small_parts,0.9183400267737617,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,140,connector,small_parts,0.8926174496644296,0.9750692520775623,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,141,screw,small_parts,0.8593272171253823,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,142,box,small_parts,0.9485743380855397,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,143,screw,small_parts,0.8883248730964467,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000013.png,144,connector,small_parts,0.9208566108007449,1.0,0.0036284363075257996,275.6008140272115,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,147,metal_part,dynamic_scene;reflective_metal;partial_occlusion,0.9682010229041583,1.0,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,148,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.49252728799328294,0.384176270755945,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,149,plastic_object,dynamic_scene;partial_occlusion,0.9632093119933486,1.0,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,150,plastic_object,dynamic_scene;partial_occlusion,0.8745321689538407,0.8460817899582486,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,151,connector,dynamic_scene;partial_occlusion;small_parts,0.8729071537290716,0.9164265129682997,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,152,box,dynamic_scene;partial_occlusion,0.9607001598922831,0.8862161622047207,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,153,robot_gripper,dynamic_scene;partial_occlusion,0.7596490552968792,0.5548409994321408,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,154,robot_gripper,dynamic_scene;partial_occlusion,0.6072261072261073,0.6298112989785908,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000014.png,155,robot_gripper,dynamic_scene;partial_occlusion,0.4901090028259992,0.4260879633458491,0.0048253653330903035,207.23819461760237,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,158,box,reflective_metal,0.9492840095465394,0.9204790630091145,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,159,connector,reflective_metal;small_parts,0.8875,0.907563025210084,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,160,tool,reflective_metal,0.5661660527061491,0.6175382989963022,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,161,tool,reflective_metal,0.8442622950819673,0.8273416561093463,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,162,tool,reflective_metal,0.6417239331466871,0.6026034173308282,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,163,metal_part,reflective_metal,0.9617714362632925,0.8904949315611134,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,164,screw,reflective_metal;small_parts,0.0006002915701912358,0.06280475911839282,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000015.png,165,metal_part,reflective_metal,0.9729229956412627,0.9965156794425087,0.005355074000362947,186.73878268203646,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000016.png,167,cable,transparent_glass;partial_occlusion,0.9366306027820711,0.986863711001642,0.007131798500267905,140.21708548866533,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000016.png,168,cable,transparent_glass;partial_occlusion,0.8564961521050249,0.806645653376964,0.007131798500267905,140.21708548866533,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000016.png,169,glass_object,transparent_glass;partial_occlusion,0.38490464679022296,0.4780605649621734,0.007131798500267905,140.21708548866533,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000016.png,170,robot_gripper,transparent_glass;partial_occlusion,0.951714001642675,0.9261228341397796,0.007131798500267905,140.21708548866533,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000016.png,171,robot_gripper,transparent_glass;partial_occlusion,0.0037242021414162314,0.06709493219129192,0.007131798500267905,140.21708548866533,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000016.png,172,robot_gripper,transparent_glass;partial_occlusion,0.9373629051913234,0.8856502242152466,0.007131798500267905,140.21708548866533,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,177,connector,small_parts;partial_occlusion,0.11797261870084474,0.37381258023106545,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,178,connector,small_parts;partial_occlusion,0.9269128283212791,0.974842653874592,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,179,connector,small_parts;partial_occlusion,0.9212765957446809,1.0,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,180,cable,small_parts;partial_occlusion,0.6492763379333558,0.5749279796732693,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,181,connector,small_parts;partial_occlusion,0.8345864661654135,1.0,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,182,connector,small_parts;partial_occlusion,0.9360986547085202,1.0,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,183,screw,small_parts;partial_occlusion,0.6618357487922706,0.7678603890201782,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,184,robot_gripper,small_parts;partial_occlusion,0.7615512271814132,0.6880179495530705,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,185,robot_gripper,small_parts;partial_occlusion,0.10150507525376269,0.37217104514955074,0.004387156300072093,227.9380837157699,cuda
FastSAM-S,auto,train,data/cogar_sim_500_final/rgb/000018.png,186,robot_gripper,small_parts;partial_occlusion,0.0954962833406209,0.23933688877465784,0.004387156300072093,227.9380837157699,cuda
