row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,device,model_type,category_name,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,area,bbox_w,bbox_h
1670,000105.png,1845,data/cogar_sim_500/rgb/000105.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001845_img_000105_cat_tool.png,83.0,205.0,238.0,289.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1670_object_1845_sam_mask.png,,0.8114792108535767,0.0002712232167073,cuda,vit_b,tool,reflective_metal,1,0,0,1,0,475.0,155.0,84.0
5158,000330.png,5709,data/cogar_sim_500/rgb/000330.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00005709_img_000330_cat_robot_gripper.png,325.0,0.0,634.0,137.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_5158_object_5709_sam_mask.png,,0.8991515040397644,0.0004310630678426,cuda,vit_b,robot_gripper,reflective_metal,1,0,1,1,0,25916.0,309.0,137.0
6074,000388.png,6725,data/cogar_sim_500/rgb/000388.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00006725_img_000388_cat_box.png,181.0,27.0,349.0,175.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6074_object_6725_sam_mask.png,,0.6922537088394165,0.0004858791375645,cuda,vit_b,box,small_parts,1,0,0,1,0,13293.0,168.0,148.0
2496,000157.png,2754,data/cogar_sim_500/rgb/000157.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00002754_img_000157_cat_cable.png,193.0,248.0,343.0,296.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_2496_object_2754_sam_mask.png,,0.8396444320678711,0.0005299417064122,cuda,vit_b,cable,partial_occlusion,1,1,1,1,0,32.0,150.0,48.0
746,000047.png,827,data/cogar_sim_500/rgb/000047.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000827_img_000047_cat_cable.png,459.0,266.0,581.0,325.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_0746_object_827_sam_mask.png,,0.7943819761276245,0.0012883830792355,cuda,vit_b,cable,partial_occlusion,1,1,1,1,0,744.0,122.0,59.0
4725,000300.png,5224,data/cogar_sim_500/rgb/000300.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00005224_img_000300_cat_cable.png,320.0,169.0,439.0,232.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_4725_object_5224_sam_mask.png,,0.7774702906608582,0.0019980019980019,cuda,vit_b,cable,reflective_metal,1,0,1,1,0,264.0,119.0,63.0
3263,000205.png,3600,data/cogar_sim_500/rgb/000205.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00003600_img_000205_cat_tool.png,224.0,268.0,263.0,292.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3263_object_3600_sam_mask.png,,0.7835990190505981,0.0038022813688212,cuda,vit_b,tool,reflective_metal,1,0,1,1,0,97.0,39.0,24.0
7659,000497.png,8501,data/cogar_sim_500/rgb/000497.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00008501_img_000497_cat_cable.png,254.0,72.0,392.0,296.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_7659_object_8501_sam_mask.png,,0.9272420406341552,0.0052729225661556,cuda,vit_b,cable,partial_occlusion,1,1,1,1,0,238.0,138.0,224.0
5743,000364.png,6350,data/cogar_sim_500/rgb/000364.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00006350_img_000364_cat_plastic_object.png,329.0,232.0,405.0,283.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_5743_object_6350_sam_mask.png,,0.9357506632804872,0.0092788971367974,cuda,vit_b,plastic_object,dynamic_scene,1,0,0,1,1,520.0,76.0,51.0
3976,000252.png,4393,data/cogar_sim_500/rgb/000252.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004393_img_000252_cat_connector.png,297.0,37.0,356.0,104.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3976_object_4393_sam_mask.png,,0.9337151646614076,0.0161654135338345,cuda,vit_b,connector,partial_occlusion,1,1,1,1,0,414.0,59.0,67.0
6461,000416.png,7164,data/cogar_sim_500/rgb/000416.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007164_img_000416_cat_glass_object.png,337.0,87.0,416.0,263.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6461_object_7164_sam_mask.png,,0.8209595680236816,0.0162487462387161,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,3245.0,79.0,176.0
5962,000377.png,6593,data/cogar_sim_500/rgb/000377.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00006593_img_000377_cat_robot_gripper.png,264.0,291.0,313.0,335.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_5962_object_6593_sam_mask.png,,0.8829060196876526,0.0169934640522875,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,1208.0,49.0,44.0
6676,000428.png,7396,data/cogar_sim_500/rgb/000428.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007396_img_000428_cat_plastic_object.png,298.0,155.0,351.0,184.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6676_object_7396_sam_mask.png,,0.7415522336959839,0.0184804928131416,cuda,vit_b,plastic_object,small_parts,1,0,1,1,0,65.0,53.0,29.0
3996,000253.png,4414,data/cogar_sim_500/rgb/000253.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004414_img_000253_cat_box.png,245.0,156.0,371.0,276.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3996_object_4414_sam_mask.png,,0.7224706411361694,0.0189029340136843,cuda,vit_b,box,small_parts,1,0,1,1,0,2870.0,126.0,120.0
1181,000074.png,1307,data/cogar_sim_500/rgb/000074.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001307_img_000074_cat_plastic_object.png,132.0,226.0,165.0,273.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1181_object_1307_sam_mask.png,,0.7205986976623535,0.0190114068441064,cuda,vit_b,plastic_object,dynamic_scene,1,1,1,1,1,25.0,33.0,47.0
344,000022.png,383,data/cogar_sim_500/rgb/000022.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00000383_img_000022_cat_glass_object.png,395.0,82.0,475.0,176.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_0344_object_383_sam_mask.png,,0.973242461681366,0.01931330472103,cuda,vit_b,glass_object,partial_occlusion,1,1,1,1,0,235.0,80.0,94.0
6528,000419.png,7235,data/cogar_sim_500/rgb/000419.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007235_img_000419_cat_plastic_object.png,589.0,203.0,640.0,227.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6528_object_7235_sam_mask.png,,0.940799355506897,0.0200573065902578,cuda,vit_b,plastic_object,dynamic_scene,0,1,0,1,1,35.0,51.0,24.0
5530,000353.png,6118,data/cogar_sim_500/rgb/000353.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00006118_img_000353_cat_robot_gripper.png,227.0,240.0,283.0,298.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_5530_object_6118_sam_mask.png,,0.7462759613990784,0.0235487404162102,cuda,vit_b,robot_gripper,small_parts,1,0,1,1,0,1630.0,56.0,58.0
1303,000081.png,1441,data/cogar_sim_500/rgb/000081.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001441_img_000081_cat_glass_object.png,116.0,201.0,135.0,253.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1303_object_1441_sam_mask.png,,0.6479169130325317,0.0239316239316239,cuda,vit_b,glass_object,transparent_glass,1,1,0,1,0,52.0,19.0,52.0
6396,000413.png,7093,data/cogar_sim_500/rgb/000413.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007093_img_000413_cat_connector.png,191.0,224.0,255.0,264.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6396_object_7093_sam_mask.png,,0.8507275581359863,0.0245183887915936,cuda,vit_b,connector,small_parts,0,0,1,1,0,502.0,64.0,40.0
6431,000414.png,7130,data/cogar_sim_500/rgb/000414.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007130_img_000414_cat_robot_gripper.png,341.0,288.0,366.0,309.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6431_object_7130_sam_mask.png,,0.7647278904914856,0.0277777777777777,cuda,vit_b,robot_gripper,dynamic_scene,1,1,1,1,1,72.0,25.0,21.0
2235,000142.png,2467,data/cogar_sim_500/rgb/000142.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00002467_img_000142_cat_robot_gripper.png,292.0,217.0,339.0,264.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_2235_object_2467_sam_mask.png,,0.9162766933441162,0.0284049526584122,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,1122.0,47.0,47.0
4118,000262.png,4550,data/cogar_sim_500/rgb/000262.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004550_img_000262_cat_robot_gripper.png,153.0,89.0,391.0,209.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_4118_object_4550_sam_mask.png,,0.6067383289337158,0.0291769887145609,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,12353.0,238.0,120.0
2096,000135.png,2318,data/cogar_sim_500/rgb/000135.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00002318_img_000135_cat_tool.png,319.0,208.0,353.0,272.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_2096_object_2318_sam_mask.png,,0.8369085192680359,0.0340398201669878,cuda,vit_b,tool,reflective_metal,1,0,0,1,0,244.0,34.0,64.0
6940,000445.png,7690,data/cogar_sim_500/rgb/000445.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007690_img_000445_cat_tool.png,79.0,246.0,204.0,362.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6940_object_7690_sam_mask.png,,0.9869844317436218,0.0380039274575488,cuda,vit_b,tool,reflective_metal,1,0,1,1,0,1707.0,125.0,116.0
4075,000260.png,4505,data/cogar_sim_500/rgb/000260.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004505_img_000260_cat_tool.png,205.0,164.0,479.0,180.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_4075_object_4505_sam_mask.png,,0.6196089386940002,0.0431965442764578,cuda,vit_b,tool,reflective_metal,1,0,1,1,0,114.0,274.0,16.0
6972,000449.png,7729,data/cogar_sim_500/rgb/000449.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007729_img_000449_cat_connector.png,278.0,235.0,311.0,245.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6972_object_7729_sam_mask.png,,0.8075338006019592,0.0466321243523316,cuda,vit_b,connector,dynamic_scene,1,1,1,1,1,184.0,33.0,10.0
4160,000264.png,4596,data/cogar_sim_500/rgb/000264.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004596_img_000264_cat_cable.png,174.0,16.0,327.0,95.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_4160_object_4596_sam_mask.png,,0.9066675901412964,0.0476190476190476,cuda,vit_b,cable,dynamic_scene,1,1,1,1,1,476.0,153.0,79.0
6767,000435.png,7500,data/cogar_sim_500/rgb/000435.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007500_img_000435_cat_tool.png,280.0,144.0,359.0,200.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6767_object_7500_sam_mask.png,,0.9304550290107728,0.0584677419354838,cuda,vit_b,tool,reflective_metal,1,0,0,1,0,257.0,79.0,56.0
6554,000421.png,7264,data/cogar_sim_500/rgb/000421.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007264_img_000421_cat_robot_gripper.png,193.0,209.0,243.0,261.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_6554_object_7264_sam_mask.png,,0.9105284214019777,0.0614294152392203,cuda,vit_b,robot_gripper,transparent_glass,1,1,1,0,0,1362.0,50.0,52.0
4272,000272.png,4723,data/cogar_sim_500/rgb/000272.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004723_img_000272_cat_robot_gripper.png,335.0,132.0,346.0,137.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_4272_object_4723_sam_mask.png,,0.7393089532852173,0.0638297872340425,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,3.0,11.0,5.0
7026,000452.png,7788,data/cogar_sim_500/rgb/000452.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007788_img_000452_cat_cable.png,425.0,105.0,497.0,198.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_7026_object_7788_sam_mask.png,,0.9478490352630616,0.0654701718907987,cuda,vit_b,cable,partial_occlusion,1,1,1,1,0,394.0,72.0,93.0
1792,000113.png,1980,data/cogar_sim_500/rgb/000113.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00001980_img_000113_cat_robot_gripper.png,344.0,274.0,401.0,333.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_1792_object_1980_sam_mask.png,,0.6923214197158813,0.0681145113524185,cuda,vit_b,robot_gripper,small_parts,1,0,1,1,0,1901.0,57.0,59.0
3385,000211.png,3731,data/cogar_sim_500/rgb/000211.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00003731_img_000211_cat_glass_object.png,263.0,134.0,318.0,241.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3385_object_3731_sam_mask.png,,0.7770755290985107,0.0708364732479276,cuda,vit_b,glass_object,transparent_glass,1,1,1,1,0,554.0,55.0,107.0
4800,000307.png,5311,data/cogar_sim_500/rgb/000307.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00005311_img_000307_cat_plastic_object.png,332.0,340.0,398.0,386.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_4800_object_5311_sam_mask.png,,0.9417349696159364,0.0759075907590759,cuda,vit_b,plastic_object,partial_occlusion,1,1,1,1,0,702.0,66.0,46.0
4476,000286.png,4953,data/cogar_sim_500/rgb/000286.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004953_img_000286_cat_robot_gripper.png,237.0,252.0,249.0,284.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_4476_object_4953_sam_mask.png,,0.6068253517150879,0.0769230769230769,cuda,vit_b,robot_gripper,transparent_glass,1,1,1,1,0,43.0,12.0,32.0
7215,000465.png,7999,data/cogar_sim_500/rgb/000465.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00007999_img_000465_cat_tool.png,232.0,204.0,340.0,239.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_7215_object_7999_sam_mask.png,,0.6806616187095642,0.0778523489932885,cuda,vit_b,tool,reflective_metal,1,0,1,1,0,248.0,108.0,35.0
