file_name,image_path,num_objects,num_categories,total_mask_area,mean_gray,std_gray,readable,challenge_primary,bad_reasons,is_bad
000087.png,data/cogar_sim_500_v2/rgb/000087.png,6,3,31450.0,139.71649739583333,78.61099535762906,True,partial_occlusion,,False
000088.png,data/cogar_sim_500_v2/rgb/000088.png,14,6,35421.0,141.35845052083334,58.778046742377505,True,small_parts,,False
000089.png,data/cogar_sim_500_v2/rgb/000089.png,7,5,29991.0,171.092197265625,46.90562193175607,True,dynamic_scene,,False
000094.png,data/cogar_sim_500_v2/rgb/000094.png,4,3,45879.0,210.54809895833333,31.904474591978587,True,dynamic_scene,,False
000095.png,data/cogar_sim_500_v2/rgb/000095.png,7,4,43480.0,136.340869140625,45.196507965964706,True,reflective_metal,,False
000096.png,data/cogar_sim_500_v2/rgb/000096.png,6,3,42547.0,125.93725260416667,49.57666032481648,True,transparent_glass,,False
000097.png,data/cogar_sim_500_v2/rgb/000097.png,10,7,38561.0,155.25130208333334,43.43057781621622,True,partial_occlusion,,False
000098.png,data/cogar_sim_500_v2/rgb/000098.png,14,4,24552.0,172.38736328125,45.390404386449596,True,small_parts,,False
000099.png,data/cogar_sim_500_v2/rgb/000099.png,5,3,29804.0,137.705654296875,36.96819074397736,True,dynamic_scene,,False
000101.png,data/cogar_sim_500_v2/rgb/000101.png,1,1,397.0,137.85822591145833,36.47153803936401,True,transparent_glass,too_few_objects;too_few_categories,True
000102.png,data/cogar_sim_500_v2/rgb/000102.png,9,5,90630.0,133.11348307291667,44.3209894222026,True,partial_occlusion,,False
000104.png,data/cogar_sim_500_v2/rgb/000104.png,7,3,50680.0,156.7889453125,49.49846213869647,True,dynamic_scene,,False
000105.png,data/cogar_sim_500_v2/rgb/000105.png,10,4,34973.0,122.318291015625,34.83182806239021,True,reflective_metal,,False
000106.png,data/cogar_sim_500_v2/rgb/000106.png,6,3,39700.0,113.36015950520833,49.81266025539441,True,transparent_glass,,False
000107.png,data/cogar_sim_500_v2/rgb/000107.png,8,5,112193.0,69.72556640625,66.41235171970803,True,partial_occlusion,,False
000109.png,data/cogar_sim_500_v2/rgb/000109.png,9,5,53072.0,194.06524739583332,49.87639970953868,True,dynamic_scene,,False
000110.png,data/cogar_sim_500_v2/rgb/000110.png,9,4,32328.0,131.40090494791667,53.33200458189,True,reflective_metal,,False
000114.png,data/cogar_sim_500_v2/rgb/000114.png,7,4,34677.0,190.53569986979167,49.29700282205853,True,dynamic_scene,,False
000117.png,data/cogar_sim_500_v2/rgb/000117.png,6,4,26818.0,171.89609049479168,34.59049593739494,True,partial_occlusion,,False
000118.png,data/cogar_sim_500_v2/rgb/000118.png,8,3,23319.0,174.80348307291666,35.68237258267196,True,small_parts,,False
000119.png,data/cogar_sim_500_v2/rgb/000119.png,8,5,49339.0,123.27826171875,35.103824041590705,True,dynamic_scene,,False
