file_name,image_path,num_objects,num_categories,total_mask_area,mean_gray,std_gray,readable,challenge_primary,bad_reasons,is_bad
000030.png,data/cogar_sim_500_final/rgb/000030.png,7,5,33526.0,118.69632161458334,67.15609377025957,True,reflective_metal,,False
000032.png,data/cogar_sim_500_final/rgb/000032.png,12,7,34106.0,172.318359375,64.83316335399216,True,partial_occlusion,,False
000033.png,data/cogar_sim_500_final/rgb/000033.png,11,5,44140.0,125.83777018229166,57.271177224944815,True,small_parts,,False
000034.png,data/cogar_sim_500_final/rgb/000034.png,10,7,33034.0,196.00840169270833,45.645315016189606,True,dynamic_scene,,False
000035.png,data/cogar_sim_500_final/rgb/000035.png,9,6,48006.0,188.85657877604166,56.748782854636865,True,reflective_metal,,False
000039.png,data/cogar_sim_500_final/rgb/000039.png,8,6,44071.0,103.23333658854166,61.21692456228565,True,dynamic_scene,,False
000040.png,data/cogar_sim_500_final/rgb/000040.png,10,4,57256.0,102.29475911458333,40.61341307365651,True,reflective_metal,,False
000042.png,data/cogar_sim_500_final/rgb/000042.png,9,6,57160.0,188.153349609375,53.31815818612686,True,partial_occlusion,,False
000044.png,data/cogar_sim_500_final/rgb/000044.png,9,5,43784.0,171.839345703125,52.427911762088655,True,dynamic_scene,,False
000045.png,data/cogar_sim_500_final/rgb/000045.png,9,5,55780.0,183.97884765625,51.63673855622746,True,reflective_metal,,False
000046.png,data/cogar_sim_500_final/rgb/000046.png,10,5,62306.0,131.793740234375,52.84870115783871,True,transparent_glass,,False
000047.png,data/cogar_sim_500_final/rgb/000047.png,7,6,41164.0,142.69210286458335,48.72533995819323,True,partial_occlusion,,False
000051.png,data/cogar_sim_500_final/rgb/000051.png,6,3,21143.0,134.52605794270832,35.22884234121768,True,transparent_glass,,False
000053.png,data/cogar_sim_500_final/rgb/000053.png,12,6,54667.0,181.22350260416667,50.184744447209894,True,small_parts,,False
000055.png,data/cogar_sim_500_final/rgb/000055.png,7,5,33306.0,139.41240885416667,51.54274056678517,True,reflective_metal,,False
000056.png,data/cogar_sim_500_final/rgb/000056.png,8,5,27744.0,170.46086588541667,55.29304794287201,True,transparent_glass,,False
000057.png,data/cogar_sim_500_final/rgb/000057.png,10,5,54875.0,201.92384440104166,30.327201296456437,True,partial_occlusion,,False
000058.png,data/cogar_sim_500_final/rgb/000058.png,15,5,27811.0,132.16887369791667,50.57068605094987,True,small_parts,,False
000059.png,data/cogar_sim_500_final/rgb/000059.png,9,5,38348.0,174.98962890625,40.29798789813619,True,dynamic_scene,,False
000060.png,data/cogar_sim_500_final/rgb/000060.png,7,3,104601.0,143.35192057291667,63.16998201021411,True,reflective_metal,,False
000061.png,data/cogar_sim_500_final/rgb/000061.png,7,2,51750.0,103.76903645833333,68.29497127281716,True,transparent_glass,,False
000063.png,data/cogar_sim_500_final/rgb/000063.png,13,4,10865.0,138.42645833333333,11.06790512766217,True,small_parts,,False
000064.png,data/cogar_sim_500_final/rgb/000064.png,6,4,52034.0,162.42475260416666,49.86930218149241,True,dynamic_scene,,False
000068.png,data/cogar_sim_500_final/rgb/000068.png,12,7,51541.0,150.807626953125,64.7036884516753,True,small_parts,,False
000069.png,data/cogar_sim_500_final/rgb/000069.png,9,5,44185.0,146.50948567708335,40.6893669710048,True,dynamic_scene,,False
000070.png,data/cogar_sim_500_final/rgb/000070.png,9,5,41915.0,176.17559895833332,66.78858663221396,True,reflective_metal,,False
000071.png,data/cogar_sim_500_final/rgb/000071.png,8,4,53684.0,163.54199544270833,23.23276048083557,True,transparent_glass,,False
000072.png,data/cogar_sim_500_final/rgb/000072.png,10,6,58844.0,130.90016927083335,44.65298063577444,True,partial_occlusion,,False
000073.png,data/cogar_sim_500_final/rgb/000073.png,13,6,56125.0,65.91701822916667,38.1548561643409,True,small_parts,,False
000074.png,data/cogar_sim_500_final/rgb/000074.png,6,3,15633.0,204.398037109375,52.071516395384236,True,dynamic_scene,,False
000075.png,data/cogar_sim_500_final/rgb/000075.png,9,4,54682.0,177.77495768229167,49.76528630671802,True,reflective_metal,,False
000076.png,data/cogar_sim_500_final/rgb/000076.png,6,4,41325.0,173.91403971354165,78.6769533292826,True,transparent_glass,,False
000077.png,data/cogar_sim_500_final/rgb/000077.png,9,5,35905.0,201.025869140625,57.022963365383376,True,partial_occlusion,,False
000078.png,data/cogar_sim_500_final/rgb/000078.png,11,5,74616.0,121.31569010416666,44.48470887994134,True,small_parts,,False
000079.png,data/cogar_sim_500_final/rgb/000079.png,9,6,85247.0,85.25343424479166,42.5604772630619,True,dynamic_scene,,False
000081.png,data/cogar_sim_500_final/rgb/000081.png,7,3,39833.0,109.41478190104166,32.16731340472333,True,transparent_glass,,False
000082.png,data/cogar_sim_500_final/rgb/000082.png,10,6,43809.0,207.99017578125,29.987017283618915,True,partial_occlusion,,False
000083.png,data/cogar_sim_500_final/rgb/000083.png,10,6,20865.0,232.20087565104166,22.629621072485435,True,small_parts,,False
000084.png,data/cogar_sim_500_final/rgb/000084.png,10,5,74219.0,144.977568359375,45.14398133592071,True,dynamic_scene,,False
000085.png,data/cogar_sim_500_final/rgb/000085.png,6,4,18131.0,188.5438671875,50.84073851604991,True,reflective_metal,,False
000086.png,data/cogar_sim_500_final/rgb/000086.png,8,5,70729.0,155.63072916666667,64.65739999975821,True,transparent_glass,,False
000087.png,data/cogar_sim_500_final/rgb/000087.png,6,3,31450.0,139.71648763020832,78.61099451493283,True,partial_occlusion,,False
000088.png,data/cogar_sim_500_final/rgb/000088.png,14,6,35421.0,141.35844075520833,58.77803315042361,True,small_parts,,False
000089.png,data/cogar_sim_500_final/rgb/000089.png,7,5,29991.0,171.09220052083333,46.90562223765353,True,dynamic_scene,,False
000094.png,data/cogar_sim_500_final/rgb/000094.png,4,3,45879.0,210.54808919270835,31.90446950520744,True,dynamic_scene,,False
000095.png,data/cogar_sim_500_final/rgb/000095.png,7,4,43480.0,136.34085611979165,45.196490130323085,True,reflective_metal,,False
000096.png,data/cogar_sim_500_final/rgb/000096.png,6,3,42547.0,125.93725911458333,49.576662368519024,True,transparent_glass,,False
000097.png,data/cogar_sim_500_final/rgb/000097.png,10,7,38561.0,155.25129557291666,43.43057695446299,True,partial_occlusion,,False
000098.png,data/cogar_sim_500_final/rgb/000098.png,14,4,24552.0,172.387353515625,45.39040135015212,True,small_parts,,False
000099.png,data/cogar_sim_500_final/rgb/000099.png,5,3,29804.0,137.70566731770833,36.96818961488841,True,dynamic_scene,,False
000101.png,data/cogar_sim_500_final/rgb/000101.png,1,1,397.0,137.858232421875,36.47152664023564,True,transparent_glass,too_few_objects;too_few_categories,True
000102.png,data/cogar_sim_500_final/rgb/000102.png,9,5,90630.0,133.11348958333335,44.32097772758469,True,partial_occlusion,,False
000104.png,data/cogar_sim_500_final/rgb/000104.png,7,3,50680.0,156.78619140625,49.49848721330857,True,dynamic_scene,,False
000105.png,data/cogar_sim_500_final/rgb/000105.png,10,4,34973.0,122.31832682291666,34.83183095936429,True,reflective_metal,,False
000106.png,data/cogar_sim_500_final/rgb/000106.png,6,3,39700.0,113.36017252604167,49.81264480422727,True,transparent_glass,,False
000107.png,data/cogar_sim_500_final/rgb/000107.png,8,5,112193.0,69.72555338541666,66.41235759672851,True,partial_occlusion,,False
000109.png,data/cogar_sim_500_final/rgb/000109.png,9,5,53072.0,194.06525390625,49.876383972032656,True,dynamic_scene,,False
000110.png,data/cogar_sim_500_final/rgb/000110.png,9,4,32328.0,131.40090169270835,53.331995359302454,True,reflective_metal,,False
000114.png,data/cogar_sim_500_final/rgb/000114.png,7,4,34677.0,190.53569986979167,49.29700202966755,True,dynamic_scene,,False
000117.png,data/cogar_sim_500_final/rgb/000117.png,6,4,26818.0,171.89608072916667,34.59051703507624,True,partial_occlusion,,False
000118.png,data/cogar_sim_500_final/rgb/000118.png,8,3,23319.0,174.80347981770834,35.6823588350251,True,small_parts,,False
000119.png,data/cogar_sim_500_final/rgb/000119.png,8,5,49339.0,123.27825846354166,35.10382216641101,True,dynamic_scene,,False
000120.png,data/cogar_sim_500_final/rgb/000120.png,10,5,30574.0,209.37087890625,48.6743603325695,True,reflective_metal,,False
000121.png,data/cogar_sim_500_final/rgb/000121.png,6,4,37003.0,146.926826171875,73.03029101240458,True,transparent_glass,,False
000122.png,data/cogar_sim_500_final/rgb/000122.png,10,4,46867.0,148.65406901041666,37.90408390321698,True,partial_occlusion,,False
000123.png,data/cogar_sim_500_final/rgb/000123.png,7,4,19706.0,119.34565755208334,47.46468828653505,True,small_parts,,False
000124.png,data/cogar_sim_500_final/rgb/000124.png,7,3,33988.0,215.343818359375,50.40415204616628,True,dynamic_scene,,False
000126.png,data/cogar_sim_500_final/rgb/000126.png,7,4,30355.0,93.93471354166667,39.5121451123104,True,transparent_glass,,False
000127.png,data/cogar_sim_500_final/rgb/000127.png,10,5,77851.0,163.850078125,78.01103102082035,True,partial_occlusion,,False
000128.png,data/cogar_sim_500_final/rgb/000128.png,10,5,50067.0,149.78614583333334,32.4364789216231,True,small_parts,,False
000129.png,data/cogar_sim_500_final/rgb/000129.png,6,4,62170.0,53.415621744791665,39.67082321991144,True,dynamic_scene,,False
000131.png,data/cogar_sim_500_final/rgb/000131.png,7,5,20056.0,152.67264322916665,58.29147541256574,True,transparent_glass,,False
000132.png,data/cogar_sim_500_final/rgb/000132.png,12,7,47469.0,159.06620442708333,64.18697661702295,True,partial_occlusion,,False
000133.png,data/cogar_sim_500_final/rgb/000133.png,16,4,13577.0,172.72341471354167,61.40402621020959,True,small_parts,,False
000134.png,data/cogar_sim_500_final/rgb/000134.png,7,4,28564.0,132.26322265625,50.93288435406837,True,dynamic_scene,,False
000135.png,data/cogar_sim_500_final/rgb/000135.png,10,5,65403.0,139.123134765625,57.34798182560673,True,reflective_metal,,False
000136.png,data/cogar_sim_500_final/rgb/000136.png,9,2,73457.0,139.40899088541667,44.19200956653321,True,transparent_glass,,False
000137.png,data/cogar_sim_500_final/rgb/000137.png,10,6,75115.0,29.321139322916668,19.8996641971737,True,partial_occlusion,dark,True
000138.png,data/cogar_sim_500_final/rgb/000138.png,13,5,53236.0,224.880673828125,31.31536293780042,True,small_parts,,False
000139.png,data/cogar_sim_500_final/rgb/000139.png,8,4,34345.0,220.26587565104165,33.970501098803474,True,dynamic_scene,,False
000140.png,data/cogar_sim_500_final/rgb/000140.png,6,2,41352.0,160.85080403645833,64.10828462751262,True,reflective_metal,,False
000141.png,data/cogar_sim_500_final/rgb/000141.png,1,1,59.0,31.066946614583333,1.6004141471701931,True,transparent_glass,dark;low_texture_or_empty;too_few_objects;too_few_categories,True
000142.png,data/cogar_sim_500_final/rgb/000142.png,10,6,30232.0,139.02018880208334,58.29644888918496,True,partial_occlusion,,False
000143.png,data/cogar_sim_500_final/rgb/000143.png,16,4,32483.0,68.13848307291667,53.31189308995084,True,small_parts,,False
000144.png,data/cogar_sim_500_final/rgb/000144.png,10,6,45309.0,135.32222005208334,46.306741893712974,True,dynamic_scene,,False
000145.png,data/cogar_sim_500_final/rgb/000145.png,6,4,37552.0,140.13437174479168,63.566233457953736,True,reflective_metal,,False
000146.png,data/cogar_sim_500_final/rgb/000146.png,8,4,44686.0,160.07544921875,74.30505432189639,True,transparent_glass,,False
000147.png,data/cogar_sim_500_final/rgb/000147.png,7,4,38697.0,84.89185221354167,48.08943775359955,True,partial_occlusion,,False
000149.png,data/cogar_sim_500_final/rgb/000149.png,8,4,33158.0,83.01163736979167,26.985814138206624,True,dynamic_scene,,False
000150.png,data/cogar_sim_500_final/rgb/000150.png,6,3,47127.0,140.50056315104166,57.184959469484724,True,reflective_metal,,False
000151.png,data/cogar_sim_500_final/rgb/000151.png,1,1,71.0,35.53258463541667,3.4915363756329527,True,transparent_glass,low_texture_or_empty;too_few_objects;too_few_categories,True
000152.png,data/cogar_sim_500_final/rgb/000152.png,7,3,35146.0,145.58503580729166,75.4358656489282,True,partial_occlusion,,False
000154.png,data/cogar_sim_500_final/rgb/000154.png,7,5,67309.0,132.27750651041666,55.369367382184734,True,dynamic_scene,,False
000155.png,data/cogar_sim_500_final/rgb/000155.png,7,5,51413.0,104.44569986979167,49.980280233037334,True,reflective_metal,,False
000157.png,data/cogar_sim_500_final/rgb/000157.png,12,5,73858.0,123.27680338541667,38.88575180818683,True,partial_occlusion,,False
000158.png,data/cogar_sim_500_final/rgb/000158.png,15,6,28613.0,122.01909505208333,27.310047562737527,True,small_parts,,False
000159.png,data/cogar_sim_500_final/rgb/000159.png,6,3,31624.0,121.81897135416666,46.251994630234286,True,dynamic_scene,,False
000160.png,data/cogar_sim_500_final/rgb/000160.png,9,3,40027.0,184.63153971354166,59.01038509335676,True,reflective_metal,,False
000161.png,data/cogar_sim_500_final/rgb/000161.png,6,4,31293.0,190.63101888020833,37.72556201523748,True,transparent_glass,,False
000162.png,data/cogar_sim_500_final/rgb/000162.png,11,6,96603.0,167.34697591145834,43.72162720200183,True,partial_occlusion,,False
000163.png,data/cogar_sim_500_final/rgb/000163.png,13,6,33431.0,183.90403645833334,41.320728859091865,True,small_parts,,False
000165.png,data/cogar_sim_500_final/rgb/000165.png,9,4,81697.0,135.64520833333333,50.51456777771237,True,reflective_metal,,False
000166.png,data/cogar_sim_500_final/rgb/000166.png,6,3,24510.0,124.53748372395833,36.099974498225365,True,transparent_glass,,False
000167.png,data/cogar_sim_500_final/rgb/000167.png,9,6,51442.0,148.88805989583332,47.501485331892475,True,partial_occlusion,,False
000168.png,data/cogar_sim_500_final/rgb/000168.png,11,5,24611.0,160.828564453125,52.00944708189778,True,small_parts,,False
000169.png,data/cogar_sim_500_final/rgb/000169.png,6,4,54540.0,151.85818359375,52.18816658838398,True,dynamic_scene,,False
000170.png,data/cogar_sim_500_final/rgb/000170.png,6,4,33515.0,156.95099283854168,57.818290959886426,True,reflective_metal,,False
000171.png,data/cogar_sim_500_final/rgb/000171.png,5,3,28231.0,178.16047200520833,32.52819451166433,True,transparent_glass,,False
000172.png,data/cogar_sim_500_final/rgb/000172.png,9,5,79394.0,105.07552734375,58.297897578099644,True,partial_occlusion,,False
000173.png,data/cogar_sim_500_final/rgb/000173.png,13,4,23416.0,205.597998046875,29.452206703677433,True,small_parts,,False
000177.png,data/cogar_sim_500_final/rgb/000177.png,11,6,76259.0,157.27594075520832,45.38117775962471,True,partial_occlusion,,False
000178.png,data/cogar_sim_500_final/rgb/000178.png,11,6,27418.0,133.41678385416665,35.32812977583853,True,small_parts,,False
000179.png,data/cogar_sim_500_final/rgb/000179.png,8,4,41149.0,97.48353190104167,29.61298085387077,True,dynamic_scene,,False
000181.png,data/cogar_sim_500_final/rgb/000181.png,10,5,49256.0,175.87413411458334,41.93808545875164,True,transparent_glass,,False
000184.png,data/cogar_sim_500_final/rgb/000184.png,8,6,32127.0,145.96836588541666,46.03666636849872,True,dynamic_scene,,False
000185.png,data/cogar_sim_500_final/rgb/000185.png,8,4,31822.0,155.35131510416667,36.317000790918634,True,reflective_metal,,False
000187.png,data/cogar_sim_500_final/rgb/000187.png,10,6,73227.0,112.09569661458333,49.782757180277365,True,partial_occlusion,,False
000189.png,data/cogar_sim_500_final/rgb/000189.png,7,4,18523.0,200.41756184895834,30.699122367056408,True,dynamic_scene,,False
000190.png,data/cogar_sim_500_final/rgb/000190.png,8,4,40883.0,206.73709635416665,54.72632231686374,True,reflective_metal,,False
000191.png,data/cogar_sim_500_final/rgb/000191.png,7,2,37331.0,182.184033203125,21.853692351873992,True,transparent_glass,,False
000192.png,data/cogar_sim_500_final/rgb/000192.png,8,5,26314.0,147.19694010416666,57.64355639186067,True,partial_occlusion,,False
000193.png,data/cogar_sim_500_final/rgb/000193.png,11,5,42122.0,168.88197591145834,38.92804049256224,True,small_parts,,False
000194.png,data/cogar_sim_500_final/rgb/000194.png,9,3,37733.0,161.35162434895832,41.406503571922066,True,dynamic_scene,,False
000195.png,data/cogar_sim_500_final/rgb/000195.png,10,4,37684.0,137.131953125,44.776224972051885,True,reflective_metal,,False
000199.png,data/cogar_sim_500_final/rgb/000199.png,6,3,46190.0,110.56455729166667,36.43292110040281,True,dynamic_scene,,False
000200.png,data/cogar_sim_500_final/rgb/000200.png,6,3,26317.0,92.50124348958333,24.59752945897176,True,reflective_metal,,False
000201.png,data/cogar_sim_500_final/rgb/000201.png,9,4,37044.0,175.55511067708332,55.17204209052146,True,transparent_glass,,False
000202.png,data/cogar_sim_500_final/rgb/000202.png,8,4,46741.0,82.16277018229167,24.94997129691165,True,partial_occlusion,,False
000203.png,data/cogar_sim_500_final/rgb/000203.png,15,6,34024.0,102.911298828125,33.44716741000872,True,small_parts,,False
000204.png,data/cogar_sim_500_final/rgb/000204.png,8,2,26044.0,126.49060546875,41.58355829648239,True,dynamic_scene,,False
000205.png,data/cogar_sim_500_final/rgb/000205.png,7,5,75971.0,141.25135091145833,38.65614300962743,True,reflective_metal,,False
000206.png,data/cogar_sim_500_final/rgb/000206.png,7,4,41087.0,143.05909830729166,46.10025265114553,True,transparent_glass,,False
000207.png,data/cogar_sim_500_final/rgb/000207.png,7,5,19614.0,167.04519205729167,33.14959157924372,True,partial_occlusion,,False
000208.png,data/cogar_sim_500_final/rgb/000208.png,4,3,3429.0,115.85239908854167,67.98852715936022,True,small_parts,,False
000209.png,data/cogar_sim_500_final/rgb/000209.png,5,2,20715.0,62.86205403645833,32.19774418615018,True,dynamic_scene,,False
000210.png,data/cogar_sim_500_final/rgb/000210.png,7,4,38854.0,105.20814127604167,45.051934449609554,True,reflective_metal,,False
000211.png,data/cogar_sim_500_final/rgb/000211.png,6,3,46043.0,128.53721028645833,40.971488778641316,True,transparent_glass,,False
000212.png,data/cogar_sim_500_final/rgb/000212.png,9,5,73919.0,180.65509440104168,32.36142454514864,True,partial_occlusion,,False
000213.png,data/cogar_sim_500_final/rgb/000213.png,12,7,63067.0,100.575537109375,43.50959608749765,True,small_parts,,False
000214.png,data/cogar_sim_500_final/rgb/000214.png,8,6,64033.0,132.475751953125,53.78878958192379,True,dynamic_scene,,False
000216.png,data/cogar_sim_500_final/rgb/000216.png,9,3,87251.0,122.56899088541667,42.80248247336513,True,transparent_glass,,False
000217.png,data/cogar_sim_500_final/rgb/000217.png,9,7,49504.0,164.27663736979167,70.95355713841104,True,partial_occlusion,,False
000218.png,data/cogar_sim_500_final/rgb/000218.png,13,5,52392.0,182.067412109375,51.80582621130209,True,small_parts,,False
000219.png,data/cogar_sim_500_final/rgb/000219.png,8,4,43298.0,59.50155598958333,55.931968629455525,True,dynamic_scene,,False
000220.png,data/cogar_sim_500_final/rgb/000220.png,10,3,35017.0,180.60244791666668,29.137259901724125,True,reflective_metal,,False
000221.png,data/cogar_sim_500_final/rgb/000221.png,9,5,57740.0,190.03524739583332,39.14204685296666,True,transparent_glass,,False
000223.png,data/cogar_sim_500_final/rgb/000223.png,15,5,37633.0,148.11474283854167,58.25275365757724,True,small_parts,,False
000224.png,data/cogar_sim_500_final/rgb/000224.png,8,4,18904.0,149.88508138020833,61.03498585884124,True,dynamic_scene,,False
000225.png,data/cogar_sim_500_final/rgb/000225.png,6,4,28778.0,220.448212890625,35.64623417422429,True,reflective_metal,,False
000227.png,data/cogar_sim_500_final/rgb/000227.png,9,5,38661.0,185.289736328125,62.52086850663309,True,partial_occlusion,,False
000228.png,data/cogar_sim_500_final/rgb/000228.png,11,5,46342.0,147.375615234375,56.31632638029355,True,small_parts,,False
000229.png,data/cogar_sim_500_final/rgb/000229.png,7,3,35798.0,177.64035481770833,53.70444624627365,True,dynamic_scene,,False
000230.png,data/cogar_sim_500_final/rgb/000230.png,1,1,383.0,22.888619791666667,55.26661653333721,True,reflective_metal,dark;too_few_objects;too_few_categories,True
000231.png,data/cogar_sim_500_final/rgb/000231.png,8,3,45496.0,154.2598828125,88.45162107513688,True,transparent_glass,,False
000232.png,data/cogar_sim_500_final/rgb/000232.png,11,7,76961.0,54.521259765625,41.99822305084604,True,partial_occlusion,,False
000233.png,data/cogar_sim_500_final/rgb/000233.png,13,6,55027.0,21.556767578125,3.931401539791353,True,small_parts,dark;low_texture_or_empty,True
000234.png,data/cogar_sim_500_final/rgb/000234.png,9,4,73529.0,159.536171875,44.02820230086006,True,dynamic_scene,,False
000236.png,data/cogar_sim_500_final/rgb/000236.png,10,5,68943.0,156.15888671875,45.52706343495707,True,transparent_glass,,False
000237.png,data/cogar_sim_500_final/rgb/000237.png,11,6,114428.0,132.448603515625,46.1402461288242,True,partial_occlusion,,False
000238.png,data/cogar_sim_500_final/rgb/000238.png,14,5,39523.0,120.504033203125,38.42992095853315,True,small_parts,,False
000239.png,data/cogar_sim_500_final/rgb/000239.png,7,3,45383.0,113.33475260416667,49.73708922786566,True,dynamic_scene,,False
000240.png,data/cogar_sim_500_final/rgb/000240.png,10,5,49200.0,164.11818684895835,47.03669182214942,True,reflective_metal,,False
000242.png,data/cogar_sim_500_final/rgb/000242.png,9,5,37572.0,79.51289713541667,24.634865363472116,True,partial_occlusion,,False
000243.png,data/cogar_sim_500_final/rgb/000243.png,14,6,25172.0,136.59671875,58.19614038886498,True,small_parts,,False
000244.png,data/cogar_sim_500_final/rgb/000244.png,9,4,62546.0,186.334580078125,58.77612688820703,True,dynamic_scene,,False
000245.png,data/cogar_sim_500_final/rgb/000245.png,6,3,37754.0,152.99805338541665,33.821193758534875,True,reflective_metal,,False
000246.png,data/cogar_sim_500_final/rgb/000246.png,7,3,61274.0,165.87548828125,77.43485504265975,True,transparent_glass,,False
000247.png,data/cogar_sim_500_final/rgb/000247.png,11,7,61565.0,150.63751627604168,75.8902851037469,True,partial_occlusion,,False
000248.png,data/cogar_sim_500_final/rgb/000248.png,11,3,20156.0,185.55763020833334,34.08452115557619,True,small_parts,,False
000249.png,data/cogar_sim_500_final/rgb/000249.png,6,3,33198.0,184.20474609375,51.887345038369844,True,dynamic_scene,,False
000250.png,data/cogar_sim_500_final/rgb/000250.png,6,3,30276.0,178.38637369791667,45.47513914733769,True,reflective_metal,,False
000251.png,data/cogar_sim_500_final/rgb/000251.png,9,4,61260.0,161.651767578125,30.32275836621008,True,transparent_glass,,False
000252.png,data/cogar_sim_500_final/rgb/000252.png,8,5,47977.0,161.02984700520832,65.10072272556316,True,partial_occlusion,,False
000253.png,data/cogar_sim_500_final/rgb/000253.png,14,5,44470.0,168.94711263020832,42.48715866581131,True,small_parts,,False
000254.png,data/cogar_sim_500_final/rgb/000254.png,8,3,36684.0,142.72408528645835,84.60555745452331,True,dynamic_scene,,False
000255.png,data/cogar_sim_500_final/rgb/000255.png,7,4,35172.0,127.47200846354167,47.749842907845114,True,reflective_metal,,False
000256.png,data/cogar_sim_500_final/rgb/000256.png,9,5,48638.0,136.502666015625,59.00757024108808,True,transparent_glass,,False
000257.png,data/cogar_sim_500_final/rgb/000257.png,11,5,36764.0,125.99801432291666,33.98979898232953,True,partial_occlusion,,False
000258.png,data/cogar_sim_500_final/rgb/000258.png,10,4,17777.0,136.14530924479166,48.074382489636164,True,small_parts,,False
000259.png,data/cogar_sim_500_final/rgb/000259.png,9,5,34749.0,198.71718424479167,39.19103592850855,True,dynamic_scene,,False
000260.png,data/cogar_sim_500_final/rgb/000260.png,10,3,36998.0,210.72804361979166,31.940352245650363,True,reflective_metal,,False
000261.png,data/cogar_sim_500_final/rgb/000261.png,8,4,83281.0,165.09118815104168,48.57549524974057,True,transparent_glass,,False
000262.png,data/cogar_sim_500_final/rgb/000262.png,12,5,31126.0,162.042705078125,53.23579936921609,True,partial_occlusion,,False
000267.png,data/cogar_sim_500_final/rgb/000267.png,8,6,32163.0,125.167431640625,49.140672898544636,True,partial_occlusion,,False
000270.png,data/cogar_sim_500_final/rgb/000270.png,8,5,46279.0,158.75314778645833,45.667939891203154,True,reflective_metal,,False
000272.png,data/cogar_sim_500_final/rgb/000272.png,10,7,52415.0,153.23384114583334,62.10674267973861,True,partial_occlusion,,False
000273.png,data/cogar_sim_500_final/rgb/000273.png,11,6,43862.0,107.982451171875,49.497643251788666,True,small_parts,,False
000274.png,data/cogar_sim_500_final/rgb/000274.png,6,3,40360.0,131.37837890625,21.74184099187107,True,dynamic_scene,,False
000276.png,data/cogar_sim_500_final/rgb/000276.png,10,5,80617.0,78.7791015625,27.498554402820766,True,transparent_glass,,False
000277.png,data/cogar_sim_500_final/rgb/000277.png,7,5,32127.0,209.83089192708334,35.70090874939448,True,partial_occlusion,,False
