row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,boundary_f1,latency_sec,fps,device,model_type,category_name,challenge_primary,is_reflective,is_transparent,is_occluded,is_small_part,is_dynamic,split,run
1426,000217.png,1821,data/cogar_sim_500_final/rgb/000217.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001821_img_000217_cat_tool.png,326.0,108.0,443.0,214.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_1426_object_1821_sam_mask.png,,0.4068622589111328,0.0491542044618779,0.1258672224202703,0.0130137910018675,76.84155983882776,cuda,vit_b,tool,partial_occlusion,True,False,True,False,False,train,SAM ViT-B box
4100,000595.png,5199,data/cogar_sim_500_final/rgb/000595.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00005199_img_000595_cat_box.png,146.0,457.0,284.0,480.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_4100_object_5199_sam_mask.png,,0.7901772260665894,0.0620689655172413,0.4087117701575533,0.0194467209985305,51.422550880200575,cuda,vit_b,box,reflective_metal,False,False,True,False,False,test,SAM ViT-B box
3293,000477.png,4166,data/cogar_sim_500_final/rgb/000477.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00004166_img_000477_cat_robot_gripper.png,430.0,330.0,492.0,392.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_3293_object_4166_sam_mask.png,,0.8205823302268982,0.0688991531947652,0.5134504360643655,0.0127588649993413,78.37687757113395,cuda,vit_b,robot_gripper,partial_occlusion,False,False,True,False,False,val,SAM ViT-B box
1799,000262.png,2281,data/cogar_sim_500_final/rgb/000262.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00002281_img_000262_cat_robot_gripper.png,324.0,205.0,371.0,250.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_1799_object_2281_sam_mask.png,,0.8473560214042664,0.0696991929567131,0.6690123557810327,0.0136094459994637,73.47837671271851,cuda,vit_b,robot_gripper,partial_occlusion,False,False,True,False,False,train,SAM ViT-B box
1372,000210.png,1755,data/cogar_sim_500_final/rgb/000210.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001755_img_000210_cat_metal_part.png,241.0,212.0,285.0,253.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_1372_object_1755_sam_mask.png,,0.9177324771881104,0.1061692969870875,0.6304840079252759,0.0126002169999992,79.36371254559026,cuda,vit_b,metal_part,reflective_metal,True,False,True,False,False,train,SAM ViT-B box
1027,000157.png,1313,data/cogar_sim_500_final/rgb/000157.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001313_img_000157_cat_robot_gripper.png,468.0,267.0,506.0,285.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_1027_object_1313_sam_mask.png,,0.8548909425735474,0.1061728395061728,0.6981488477521722,0.0129383180028526,77.28979916705728,cuda,vit_b,robot_gripper,partial_occlusion,False,False,True,False,False,train,SAM ViT-B box
1249,000191.png,1595,data/cogar_sim_500_final/rgb/000191.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001595_img_000191_cat_robot_gripper.png,244.0,116.0,299.0,172.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_1249_object_1595_sam_mask.png,,0.8870124816894531,0.1066584463625154,0.6324786324786326,0.0129599370011419,77.16086890791877,cuda,vit_b,robot_gripper,transparent_glass,False,False,True,False,False,train,SAM ViT-B box
3018,000438.png,3824,data/cogar_sim_500_final/rgb/000438.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00003824_img_000438_cat_robot_gripper.png,345.0,128.0,412.0,212.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_3018_object_3824_sam_mask.png,,0.7284529209136963,0.1069121447028423,0.6702950443998854,0.0305871040000056,32.69351684944791,cuda,vit_b,robot_gripper,small_parts,False,False,True,False,False,train,SAM ViT-B box
3908,000567.png,4950,data/cogar_sim_500_final/rgb/000567.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00004950_img_000567_cat_cable.png,287.0,197.0,540.0,280.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_3908_object_4950_sam_mask.png,,0.7309606075286865,0.1292237442922374,0.2023173653854848,0.0449980869998398,22.22316695382092,cuda,vit_b,cable,partial_occlusion,False,False,True,False,False,test,SAM ViT-B box
2130,000317.png,2711,data/cogar_sim_500_final/rgb/000317.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00002711_img_000317_cat_robot_gripper.png,345.0,122.0,386.0,254.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_2130_object_2711_sam_mask.png,,0.7930278778076172,0.1307444852941176,0.3347977301848801,0.0127917440004239,78.1754231453396,cuda,vit_b,robot_gripper,partial_occlusion,False,False,True,False,False,train,SAM ViT-B box
3676,000534.png,4657,data/cogar_sim_500_final/rgb/000534.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00004657_img_000534_cat_robot_gripper.png,121.0,13.0,309.0,174.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_3676_object_4657_sam_mask.png,,0.6534396409988403,0.1409502411947399,0.3767683967256311,0.012804314999812,78.09867220657088,cuda,vit_b,robot_gripper,dynamic_scene,False,False,True,False,True,val,SAM ViT-B box
4332,000628.png,5491,data/cogar_sim_500_final/rgb/000628.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00005491_img_000628_cat_connector.png,200.0,240.0,270.0,277.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_4332_object_5491_sam_mask.png,,0.8809965252876282,0.1424731182795699,0.6224489795918368,0.0170888679967902,58.51762680757023,cuda,vit_b,connector,small_parts,False,False,True,True,False,test,SAM ViT-B box
358,000053.png,454,data/cogar_sim_500_final/rgb/000053.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00000454_img_000053_cat_robot_gripper.png,335.0,113.0,378.0,189.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_0358_object_454_sam_mask.png,,0.8816599249839783,0.1506359300476947,0.7946769880943426,0.0124234040013107,80.49323678876559,cuda,vit_b,robot_gripper,small_parts,False,False,True,False,False,train,SAM ViT-B box
903,000138.png,1155,data/cogar_sim_500_final/rgb/000138.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001155_img_000138_cat_plastic_object.png,249.0,167.0,335.0,274.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_0903_object_1155_sam_mask.png,,0.8375371694564819,0.1506902586039276,0.5214978967211901,0.0124229909997666,80.49591278129282,cuda,vit_b,plastic_object,small_parts,False,False,True,False,False,train,SAM ViT-B box
2570,000372.png,3260,data/cogar_sim_500_final/rgb/000372.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00003260_img_000372_cat_robot_gripper.png,389.0,87.0,472.0,166.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_box_final/masks/row_2570_object_3260_sam_mask.png,,0.9165184497833252,0.1643916913946587,0.6328526095817961,0.0130437209991214,76.66523993171546,cuda,vit_b,robot_gripper,partial_occlusion,False,False,True,False,False,train,SAM ViT-B box
