row_index,object_id,image_path,gt_mask_path,file_name,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,box_sam_score,box_iou,box_mask_path,box_visualization_path,box_device,box_model_type,point_x,point_y,point_sam_score,point_iou,point_mask_path,point_visualization_path,point_device,point_model_type,iou_delta_point_minus_box,abs_iou_delta,sam_score_delta_point_minus_box,winner
10,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00010_result_2018-08-24-13-15-03_obj3.png,result_2018-08-24-13-15-03.png,377.0,229.0,449.0,299.0,0.9685869216918944,0.8867831651489048,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0010_object_3_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0010_object_3_sam_visualization.png,cuda,vit_b,413.0,262.0,0.7253724336624146,0.8642433234421365,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0010_object_3_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0010_object_3_sam_point_visualization.png,cuda,vit_b,-0.02253984170676826,0.02253984170676826,-0.24321448802947987,box
11,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00011_result_2018-08-24-13-15-03_obj4.png,result_2018-08-24-13-15-03.png,375.0,292.0,453.0,392.0,0.9584138989448548,0.8315527065527065,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0011_object_4_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0011_object_4_sam_visualization.png,cuda,vit_b,412.0,343.0,0.8803898096084595,0.8252595155709342,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0011_object_4_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0011_object_4_sam_point_visualization.png,cuda,vit_b,-0.006293190981772279,0.006293190981772279,-0.07802408933639537,box
12,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00012_result_2018-08-24-13-15-03_obj5.png,result_2018-08-24-13-15-03.png,317.0,256.0,377.0,332.0,0.9756227731704712,0.9009060022650056,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0012_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0012_object_5_sam_visualization.png,cuda,vit_b,345.0,291.0,0.8702402114868164,0.6908226908226909,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0012_object_5_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0012_object_5_sam_point_visualization.png,cuda,vit_b,-0.21008331144231474,0.21008331144231474,-0.10538256168365479,box
13,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00013_result_2018-08-24-13-15-03_obj6.png,result_2018-08-24-13-15-03.png,316.0,324.0,399.0,405.0,0.9724040031433104,0.8905522961764111,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0013_object_6_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0013_object_6_sam_visualization.png,cuda,vit_b,356.0,364.0,0.6643017530441284,0.6753937410513398,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0013_object_6_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0013_object_6_sam_point_visualization.png,cuda,vit_b,-0.21515855512507132,0.21515855512507132,-0.308102250099182,box
14,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-03.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00014_result_2018-08-24-13-15-03_obj7.png,result_2018-08-24-13-15-03.png,288.0,262.0,323.0,323.0,0.978222131729126,0.7902501603592046,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0014_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0014_object_7_sam_visualization.png,cuda,vit_b,305.0,292.0,0.7500104308128357,0.6457925636007827,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0014_object_7_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0014_object_7_sam_point_visualization.png,cuda,vit_b,-0.14445759675842185,0.14445759675842185,-0.22821170091629028,box
15,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00015_result_2018-08-24-13-15-42_obj3.png,result_2018-08-24-13-15-42.png,377.0,229.0,449.0,300.0,0.9669109582901,0.8857986709328083,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0015_object_3_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0015_object_3_sam_visualization.png,cuda,vit_b,413.0,263.0,0.6998023986816406,0.870919881305638,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0015_object_3_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0015_object_3_sam_point_visualization.png,cuda,vit_b,-0.014878789627170264,0.014878789627170264,-0.26710855960845936,box
16,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00016_result_2018-08-24-13-15-42_obj4.png,result_2018-08-24-13-15-42.png,375.0,293.0,453.0,390.0,0.956589937210083,0.825089605734767,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0016_object_4_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0016_object_4_sam_visualization.png,cuda,vit_b,412.0,343.0,0.8657563924789429,0.8314606741573034,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0016_object_4_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0016_object_4_sam_point_visualization.png,cuda,vit_b,0.00637106842253643,0.00637106842253643,-0.09083354473114014,point
17,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00017_result_2018-08-24-13-15-42_obj5.png,result_2018-08-24-13-15-42.png,317.0,255.0,378.0,333.0,0.972967803478241,0.9034988713318284,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0017_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0017_object_5_sam_visualization.png,cuda,vit_b,345.0,291.0,0.860249400138855,0.6808448225286008,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0017_object_5_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0017_object_5_sam_point_visualization.png,cuda,vit_b,-0.2226540488032276,0.2226540488032276,-0.11271840333938599,box
18,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00018_result_2018-08-24-13-15-42_obj6.png,result_2018-08-24-13-15-42.png,320.0,323.0,399.0,405.0,0.9626636505126952,0.8788364635822263,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0018_object_6_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0018_object_6_sam_visualization.png,cuda,vit_b,359.0,365.0,0.9030656814575196,0.818788855629749,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0018_object_6_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0018_object_6_sam_point_visualization.png,cuda,vit_b,-0.06004760795247732,0.06004760795247732,-0.05959796905517556,box
19,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00019_result_2018-08-24-13-15-42_obj7.png,result_2018-08-24-13-15-42.png,288.0,263.0,323.0,323.0,0.9787598848342896,0.7396825396825397,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0019_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0019_object_7_sam_visualization.png,cuda,vit_b,306.0,293.0,0.7568142414093018,0.5936280884265279,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0019_object_7_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0019_object_7_sam_point_visualization.png,cuda,vit_b,-0.1460544512560118,0.1460544512560118,-0.2219456434249878,box
20,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-15-42.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00020_result_2018-08-24-13-15-42_obj8.png,result_2018-08-24-13-15-42.png,263.0,334.0,345.0,397.0,0.951528012752533,0.7963917525773195,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0020_object_8_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0020_object_8_sam_visualization.png,cuda,vit_b,303.0,363.0,0.5702335238456726,0.7496647295485025,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0020_object_8_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0020_object_8_sam_point_visualization.png,cuda,vit_b,-0.04672702302881704,0.04672702302881704,-0.38129448890686035,box
21,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/YCB10/table/top/mixed/seq21/rgb/result_2018-08-24-13-16-33.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/gt_binary_masks/00021_result_2018-08-24-13-16-33_obj3.png,result_2018-08-24-13-16-33.png,377.0,228.0,449.0,300.0,0.9764890670776368,0.889079754601227,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0021_object_3_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0021_object_3_sam_visualization.png,cuda,vit_b,413.0,263.0,0.7363666296005249,0.8799605619916194,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/masks/row_0021_object_3_sam_point_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_point_prompt_batch/visualizations/row_0021_object_3_sam_point_visualization.png,cuda,vit_b,-0.009119192609607585,0.009119192609607585,-0.24012243747711193,box
