image_id,file_name,scene_id,frame_id,split,image_path,binary_mask_path,instance_mask_path,semantic_mask_path,category_id,category_name,object_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y,challenge_primary,challenge_secondary,is_reflective,is_transparent,is_occluded,is_small_part,is_dynamic,area,source_index,iou,boundary_f1,predicted_iou
2,000001.png,v1_clean_scene_001,2,train,data/cogar_sim_500_final/rgb/000001.png,data/cogar_sim_500_final/instance_masks/final/ann_00000014_img_000001_cat_cable.png,data/cogar_sim_500_final/instance_masks/final/ann_00000014_img_000001_cat_cable.png,,8,cable,14,325.0,283.0,395.0,480.0,337.0,479.0,transparent_glass,,False,False,True,False,False,4059.0,10,0.9605814239960582,0.9980353634577603,0.9750727415084839
2,000001.png,v1_clean_scene_001,2,train,data/cogar_sim_500_final/rgb/000001.png,data/cogar_sim_500_final/instance_masks/final/ann_00000015_img_000001_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000015_img_000001_cat_robot_gripper.png,,2,robot_gripper,15,318.0,13.0,455.0,182.0,361.0,130.0,transparent_glass,,False,False,True,False,False,13881.0,11,0.8682235195996664,0.7889795416342092,0.9593018293380737
2,000001.png,v1_clean_scene_001,2,train,data/cogar_sim_500_final/rgb/000001.png,data/cogar_sim_500_final/instance_masks/final/ann_00000016_img_000001_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000016_img_000001_cat_robot_gripper.png,,2,robot_gripper,16,322.0,57.0,384.0,266.0,349.0,204.0,transparent_glass,,False,False,True,False,False,6148.0,12,0.7203821656050955,0.6907015289011214,0.9232319593429565
2,000001.png,v1_clean_scene_001,2,train,data/cogar_sim_500_final/rgb/000001.png,data/cogar_sim_500_final/instance_masks/final/ann_00000017_img_000001_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000017_img_000001_cat_robot_gripper.png,,2,robot_gripper,17,351.0,33.0,399.0,198.0,365.0,40.0,transparent_glass,,False,False,True,False,False,851.0,13,0.6784788245462403,0.7789473684210527,0.720252275466919
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000020_img_000002_cat_glass_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000020_img_000002_cat_glass_object.png,,4,glass_object,20,361.0,135.0,442.0,247.0,404.0,214.0,partial_occlusion,,False,True,True,False,False,6652.0,14,0.9746664667965822,0.9360754775533884,0.990444540977478
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000021_img_000002_cat_box.png,data/cogar_sim_500_final/instance_masks/final/ann_00000021_img_000002_cat_box.png,,10,box,21,98.0,167.0,217.0,277.0,149.0,222.0,partial_occlusion,,False,False,True,False,False,11235.0,15,0.9935249246052865,1.0,0.9866210222244263
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000022_img_000002_cat_screw.png,data/cogar_sim_500_final/instance_masks/final/ann_00000022_img_000002_cat_screw.png,,6,screw,22,221.0,327.0,243.0,349.0,231.0,337.0,partial_occlusion,,False,False,True,True,False,427.0,16,0.9607390300230947,1.0,0.9663938283920288
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000023_img_000002_cat_metal_part.png,data/cogar_sim_500_final/instance_masks/final/ann_00000023_img_000002_cat_metal_part.png,,3,metal_part,23,350.0,263.0,446.0,380.0,398.0,328.0,partial_occlusion,,True,False,True,False,False,8822.0,17,0.9774427567445024,1.0,0.9922182559967041
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000024_img_000002_cat_box.png,data/cogar_sim_500_final/instance_masks/final/ann_00000024_img_000002_cat_box.png,,10,box,24,452.0,126.0,579.0,276.0,518.0,202.0,partial_occlusion,,False,False,True,False,False,13842.0,18,0.9884426466339208,1.0,0.9786525964736938
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000025_img_000002_cat_metal_part.png,data/cogar_sim_500_final/instance_masks/final/ann_00000025_img_000002_cat_metal_part.png,,3,metal_part,25,219.0,196.0,300.0,262.0,250.0,232.0,partial_occlusion,,True,False,True,False,False,4052.0,19,0.9720930232558139,1.0,0.9779514074325562
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000026_img_000002_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000026_img_000002_cat_robot_gripper.png,,2,robot_gripper,26,217.0,74.0,442.0,142.0,351.0,107.0,partial_occlusion,,False,False,True,False,False,14638.0,20,0.9783319705641864,0.9983221476510067,0.976302444934845
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000027_img_000002_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000027_img_000002_cat_robot_gripper.png,,2,robot_gripper,27,269.0,53.0,301.0,226.0,284.0,67.0,partial_occlusion,,False,False,True,False,False,3121.0,21,0.9627862595419847,1.0,0.9474998116493225
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000028_img_000002_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000028_img_000002_cat_robot_gripper.png,,2,robot_gripper,28,356.0,141.0,387.0,197.0,368.0,154.0,partial_occlusion,,False,False,True,False,False,1395.0,22,0.9427753934191703,1.0,0.9628545045852661
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000031_img_000003_cat_box.png,data/cogar_sim_500_final/instance_masks/final/ann_00000031_img_000003_cat_box.png,,10,box,31,9.0,227.0,197.0,417.0,105.0,329.0,small_parts,,False,False,False,False,False,20222.0,23,0.991699604743083,1.0,0.9876951575279236
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000032_img_000003_cat_cable.png,data/cogar_sim_500_final/instance_masks/final/ann_00000032_img_000003_cat_cable.png,,8,cable,32,136.0,0.0,228.0,141.0,217.0,0.0,small_parts,,False,False,False,False,False,2680.0,24,0.9571955719557196,1.0,0.9815157651901245
