image_id,file_name,scene_id,frame_id,split,image_path,binary_mask_path,instance_mask_path,semantic_mask_path,category_id,category_name,object_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y,challenge_primary,challenge_secondary,is_reflective,is_transparent,is_occluded,is_small_part,is_dynamic,area,source_index,iou,boundary_f1,predicted_iou,num_auto_candidates
2,000001.png,v1_clean_scene_001,2,train,data/cogar_sim_500_final/rgb/000001.png,data/cogar_sim_500_final/instance_masks/final/ann_00000017_img_000001_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000017_img_000001_cat_robot_gripper.png,,2,robot_gripper,17,351.0,33.0,399.0,198.0,365.0,40.0,transparent_glass,,False,False,True,False,False,851.0,13,0.03857987009815891,0.26041114491732803,0.9986847639083862,18
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000020_img_000002_cat_glass_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000020_img_000002_cat_glass_object.png,,4,glass_object,20,361.0,135.0,442.0,247.0,404.0,214.0,partial_occlusion,,False,True,True,False,False,6652.0,14,0.9600119814287854,0.8781014530175346,0.9859315156936646,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000021_img_000002_cat_box.png,data/cogar_sim_500_final/instance_masks/final/ann_00000021_img_000002_cat_box.png,,10,box,21,98.0,167.0,217.0,277.0,149.0,222.0,partial_occlusion,,False,False,True,False,False,11235.0,15,0.992105029717023,1.0,1.0190938711166382,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000022_img_000002_cat_screw.png,data/cogar_sim_500_final/instance_masks/final/ann_00000022_img_000002_cat_screw.png,,6,screw,22,221.0,327.0,243.0,349.0,231.0,337.0,partial_occlusion,,False,False,True,True,False,427.0,16,7.106494043465902e-05,0.06403269754768393,1.0474367141723633,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000023_img_000002_cat_metal_part.png,data/cogar_sim_500_final/instance_masks/final/ann_00000023_img_000002_cat_metal_part.png,,3,metal_part,23,350.0,263.0,446.0,380.0,398.0,328.0,partial_occlusion,,True,False,True,False,False,8822.0,17,0.974835638177284,1.0,1.0193216800689697,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000024_img_000002_cat_box.png,data/cogar_sim_500_final/instance_masks/final/ann_00000024_img_000002_cat_box.png,,10,box,24,452.0,126.0,579.0,276.0,518.0,202.0,partial_occlusion,,False,False,True,False,False,13842.0,18,0.9875063190582798,1.0,1.0064051151275635,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000025_img_000002_cat_metal_part.png,data/cogar_sim_500_final/instance_masks/final/ann_00000025_img_000002_cat_metal_part.png,,3,metal_part,25,219.0,196.0,300.0,262.0,250.0,232.0,partial_occlusion,,True,False,True,False,False,4052.0,19,0.17277327052255081,0.350041541394954,0.9702109098434448,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000026_img_000002_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000026_img_000002_cat_robot_gripper.png,,2,robot_gripper,26,217.0,74.0,442.0,142.0,351.0,107.0,partial_occlusion,,False,False,True,False,False,14638.0,20,0.9772387552656611,0.9748743718592964,0.9826207756996155,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000027_img_000002_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000027_img_000002_cat_robot_gripper.png,,2,robot_gripper,27,269.0,53.0,301.0,226.0,284.0,67.0,partial_occlusion,,False,False,True,False,False,3121.0,21,0.7108702582084795,0.7956989247311829,0.9944419264793396,20
3,000002.png,v1_clean_scene_002,3,train,data/cogar_sim_500_final/rgb/000002.png,data/cogar_sim_500_final/instance_masks/final/ann_00000028_img_000002_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000028_img_000002_cat_robot_gripper.png,,2,robot_gripper,28,356.0,141.0,387.0,197.0,368.0,154.0,partial_occlusion,,False,False,True,False,False,1395.0,22,0.9436519258202568,1.0,0.9864410758018494,20
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000031_img_000003_cat_box.png,data/cogar_sim_500_final/instance_masks/final/ann_00000031_img_000003_cat_box.png,,10,box,31,9.0,227.0,197.0,417.0,105.0,329.0,small_parts,,False,False,False,False,False,20222.0,23,0.9908601353688059,1.0,1.0057145357131958,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000032_img_000003_cat_cable.png,data/cogar_sim_500_final/instance_masks/final/ann_00000032_img_000003_cat_cable.png,,8,cable,32,136.0,0.0,228.0,141.0,217.0,0.0,small_parts,,False,False,False,False,False,2680.0,24,0.956794682422452,1.0,1.001484990119934,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000033_img_000003_cat_metal_part.png,data/cogar_sim_500_final/instance_masks/final/ann_00000033_img_000003_cat_metal_part.png,,3,metal_part,33,243.0,105.0,281.0,189.0,262.0,142.0,small_parts,,True,False,False,False,False,2454.0,25,0.9625603864734299,1.0,0.9847673773765564,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000034_img_000003_cat_screw.png,data/cogar_sim_500_final/instance_masks/final/ann_00000034_img_000003_cat_screw.png,,6,screw,34,172.0,235.0,185.0,253.0,178.0,242.0,small_parts,,False,False,False,True,False,194.0,26,0.0,0.029255009230354064,1.0123909711837769,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000035_img_000003_cat_connector.png,data/cogar_sim_500_final/instance_masks/final/ann_00000035_img_000003_cat_connector.png,,7,connector,35,231.0,257.0,299.0,290.0,247.0,273.0,small_parts,,False,False,False,True,False,2121.0,27,0.7854174537211938,0.6703664958598556,1.000076413154602,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000036_img_000003_cat_screw.png,data/cogar_sim_500_final/instance_masks/final/ann_00000036_img_000003_cat_screw.png,,6,screw,36,345.0,138.0,370.0,156.0,358.0,146.0,small_parts,,False,False,False,True,False,405.0,28,0.8383620689655172,0.9523525908278737,0.9797112941741943,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000037_img_000003_cat_plastic_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000037_img_000003_cat_plastic_object.png,,5,plastic_object,37,179.0,83.0,243.0,155.0,207.0,113.0,small_parts,,False,False,False,False,False,3441.0,29,0.804807413843035,0.6762644440234893,0.9929882884025574,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000038_img_000003_cat_tool.png,data/cogar_sim_500_final/instance_masks/final/ann_00000038_img_000003_cat_tool.png,,9,tool,38,127.0,228.0,197.0,433.0,169.0,393.0,small_parts,,True,False,False,False,False,2054.0,30,4.519161243673174e-05,0.1292686298907784,1.0057145357131958,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000039_img_000003_cat_metal_part.png,data/cogar_sim_500_final/instance_masks/final/ann_00000039_img_000003_cat_metal_part.png,,3,metal_part,39,445.0,448.0,506.0,480.0,473.0,478.0,small_parts,,True,False,False,False,False,1412.0,31,0.0,0.017764448033221823,1.0123909711837769,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000040_img_000003_cat_plastic_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000040_img_000003_cat_plastic_object.png,,5,plastic_object,40,529.0,280.0,590.0,338.0,558.0,308.0,small_parts,,False,False,False,False,False,2735.0,32,0.0,0.07467847205051825,1.0123909711837769,13
4,000003.png,v1_clean_scene_003,4,train,data/cogar_sim_500_final/rgb/000003.png,data/cogar_sim_500_final/instance_masks/final/ann_00000041_img_000003_cat_plastic_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000041_img_000003_cat_plastic_object.png,,5,plastic_object,41,84.0,223.0,172.0,289.0,158.0,278.0,small_parts,,False,False,False,False,False,657.0,33,0.0001447247817067876,0.24837898410634546,1.0057145357131958,13
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000044_img_000004_cat_glass_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000044_img_000004_cat_glass_object.png,,4,glass_object,44,441.0,139.0,640.0,431.0,539.0,280.0,dynamic_scene,,False,True,True,False,True,45670.0,34,0.9637232540458347,0.874160763163395,0.9762150049209595,26
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000045_img_000004_cat_plastic_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000045_img_000004_cat_plastic_object.png,,5,plastic_object,45,163.0,244.0,269.0,343.0,221.0,292.0,dynamic_scene,,False,False,True,False,True,9050.0,35,0.9867062184135355,1.0,1.0050028562545776,26
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000046_img_000004_cat_plastic_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000046_img_000004_cat_plastic_object.png,,5,plastic_object,46,573.0,350.0,640.0,480.0,639.0,425.0,dynamic_scene,,False,False,True,False,True,7212.0,36,0.9866888519134775,0.9297520661157025,1.0077543258666992,26
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000047_img_000004_cat_plastic_object.png,data/cogar_sim_500_final/instance_masks/final/ann_00000047_img_000004_cat_plastic_object.png,,5,plastic_object,47,168.0,153.0,242.0,250.0,212.0,186.0,dynamic_scene,,False,False,True,False,True,4925.0,37,0.9738071065989847,1.0,0.993209958076477,26
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000048_img_000004_cat_box.png,data/cogar_sim_500_final/instance_masks/final/ann_00000048_img_000004_cat_box.png,,10,box,48,59.0,130.0,191.0,316.0,125.0,206.0,dynamic_scene,,False,False,True,False,True,18687.0,38,0.9845931632161772,1.0,1.0121262073516846,26
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000049_img_000004_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000049_img_000004_cat_robot_gripper.png,,2,robot_gripper,49,231.0,58.0,510.0,222.0,428.0,153.0,dynamic_scene,,False,False,True,False,True,26666.0,39,0.9811037792441512,1.0,0.9910967946052551,26
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000050_img_000004_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000050_img_000004_cat_robot_gripper.png,,2,robot_gripper,50,336.0,177.0,370.0,245.0,352.0,200.0,dynamic_scene,,False,False,True,False,True,1939.0,40,0.9515214027849407,1.0,1.0132321119308472,26
5,000004.png,v1_clean_scene_004,5,train,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000051_img_000004_cat_robot_gripper.png,data/cogar_sim_500_final/instance_masks/final/ann_00000051_img_000004_cat_robot_gripper.png,,2,robot_gripper,51,368.0,189.0,439.0,310.0,402.0,238.0,dynamic_scene,,False,False,True,False,True,6762.0,41,0.760092807424594,0.7931892177481054,0.9429247379302979,26
